Name,starName,controversial,solution,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,distance
TRAPPIST-1 e,TRAPPIST-1,1,Published Confirmed,0,6.101013,0.02925,0.92,0.692,2566,0.12
TRAPPIST-1 e,TRAPPIST-1,0,Published Confirmed,0,,0.029283,0.91,0.772,,
TRAPPIST-1 e,TRAPPIST-1,0,Published Confirmed,0,6.099615,0.02817,0.918,0.62,2559,0.12
TRAPPIST-1 f,TRAPPIST-1,0,Published Confirmed,0,9.20669,0.0371,1.045,0.68,2559,0.12
TRAPPIST-1 f,TRAPPIST-1,1,Published Confirmed,0,9.20754,0.03849,1.045,1.039,2566,0.12
TRAPPIST-1 f,TRAPPIST-1,0,Published Confirmed,0,,0.038534,1.046,0.934,,
TRAPPIST-1 g,TRAPPIST-1,0,Published Confirmed,0,,0.046877,1.148,1.148,,
TRAPPIST-1 g,TRAPPIST-1,0,Published Confirmed,0,12.35294,0.0451,1.127,1.34,2559,0.12
TRAPPIST-1 g,TRAPPIST-1,1,Published Confirmed,0,12.352446,0.04683,1.129,1.321,2566,0.12
TRAPPIST-1 h,TRAPPIST-1,0,Published Confirmed,0,18.767,,0.752,,,0.11
TRAPPIST-1 h,TRAPPIST-1,0,Published Confirmed,0,20,0.063,0.755,,2559,0.12
TRAPPIST-1 h,TRAPPIST-1,1,Published Confirmed,0,18.772866,0.06189,0.755,0.326,2566,0.12
TRAPPIST-1 h,TRAPPIST-1,0,Published Confirmed,0,,0.061935,0.773,0.331,,
TYC 0434-04538-1 b,TYC 0434-04538-1,1,Published Confirmed,0,193.2,0.66,,,4679,9.99
TYC 1422-614-1 b,TYC 1422-614-1,1,Published Confirmed,0,198.4,0.69,,,4806,6.85
TYC 1422-614-1 c,TYC 1422-614-1,1,Published Confirmed,0,559.3,1.37,,,4806,6.85
TYC 2187-512-1 b,TYC 2187-512-1,1,Published Confirmed,0,691.9,1.22,,,3734,0.49
TYC 3318-01333-1 b,TYC 3318-01333-1,1,Published Confirmed,0,562,1.414,,,4776,5.9
TYC 3667-1280-1 b,TYC 3667-1280-1,1,Published Confirmed,0,26.468,0.21,,,5130,6.26
TYC 4282-00605-1 b,TYC 4282-00605-1,1,Published Confirmed,0,101.54,0.422,,,4300,16.21
TYC 8998-760-1 b,TYC 8998-760-1,1,Published Confirmed,0,,162,,4449.62,4573,
TYC 8998-760-1 c,TYC 8998-760-1,1,Published Confirmed,0,,320,12.33,1906.98,,
Teegarden's Star b,Teegarden's Star,1,Published Confirmed,0,4.91,0.0252,,,2904,0.11
Teegarden's Star c,Teegarden's Star,1,Published Confirmed,0,11.409,0.0443,,,2904,0.11
TrES-1 b,TrES-1,0,Published Confirmed,0,3.0300737,,12.117,,,0.81
TrES-1 b,TrES-1,0,Published Confirmed,0,3.03006973,,,,5242.82,0.86
TrES-1 b,TrES-1,0,Published Confirmed,0,3.03006973,0.03926,11.96,221.52751,5230,0.81
TrES-1 b,TrES-1,0,Published Confirmed,0,3.030065,0.03925,11.96,238.998,5230,0.81
TrES-1 b,TrES-1,0,TESS Project Candidate,0,3.03006778,,12.714,,5242.82,0.86
TrES-1 b,TrES-1,0,Published Confirmed,0,3.03007008,,,,5230,0.81
TrES-1 b,TrES-1,0,Published Confirmed,0,3.030065,0.0393,12.11,238.36,5250,0.85
TrES-1 b,TrES-1,0,Published Confirmed,0,3.0300728,0.03946,12.319,241.86863,5226,0.82
TrES-1 b,TrES-1,0,Published Confirmed,0,3.0300737,,,,,0.82
TrES-1 b,TrES-1,0,Published Confirmed,0,3.0300728,,,,5242.82,0.86
TrES-1 b,TrES-1,1,Published Confirmed,0,3.03007,,12.666,266.9772,5230,0.85
TrES-1 b,TrES-1,0,Published Confirmed,0,3.0300722,,,,5242.82,0.86
TrES-2 b,TrES-2,0,Published Confirmed,0,2.4706134,,,,5854,1.02
TrES-2 b,TrES-2,0,Published Confirmed,0,2.47061892,0.03563,13.305,382.03166,5850,0.95
TrES-2 b,TrES-2,0,Published Confirmed,0,2.47061337,0.03557,13.72,385.20996,5850,1
TrES-2 b,TrES-2,0,Published Confirmed,0,,,,367.72931,,
TrES-2 b,TrES-2,0,Published Confirmed,0,2.47061338,,,,5854,1.02
TrES-2 b,TrES-2,0,Published Confirmed,0,2.47061337,0.03555,13.328,,,0.96
TrES-2 b,TrES-2,0,Published Confirmed,0,2.47061437,,13.776,398.24099,5795,1
TrES-2 b,TrES-2,0,Published Confirmed,0,2.4706132,0.0367,13.955,457.6752,5850,
TrES-2 b,TrES-2,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,2.47061338,,,,5854,1.02
TrES-2 b,TrES-2,0,Published Confirmed,0,2.47061339,,13.12,,5860,0.97
TrES-2 b,TrES-2,0,Kepler Project Candidate (q1_q16_koi),0,2.47061339,0.035,12.85,,5850,0.95
TrES-2 b,TrES-2,1,Published Confirmed,0,2.47063,,15.244,473.5667,5850,1.12
TrES-2 b,TrES-2,0,TESS Project Candidate,0,2.47061371,,13.649,,5854,1.02
TrES-2 b,TrES-2,0,Published Confirmed,0,2.47063,0.03558,13.72,381.396,5850,1
TrES-2 b,TrES-2,0,Published Confirmed,0,2.470621,,13.697,380.76034,5850,1
TrES-2 b,TrES-2,0,Published Confirmed,0,2.47061323,0.03567,13.372,383.30298,5850,0.96
TrES-2 b,TrES-2,0,Published Confirmed,0,2.4706101,,,,5854,1.02
TrES-2 b,TrES-2,0,Published Confirmed,0,,,14.186,,5819,1.05
TrES-2 b,TrES-2,0,Kepler Project Candidate (q1_q12_koi),0,2.47061339,0.035,12.85,,5850,0.95
TrES-2 b,TrES-2,0,Kepler Project Candidate (q1_q17_dr25_koi),0,2.47061338,0.0354,13.04,,5820,0.96
TrES-2 b,TrES-2,0,Published Confirmed,0,2.47061317,0.0367,13.978,380.44251,5850,1
TrES-2 b,TrES-2,0,Kepler Project Candidate (q1_q8_koi),0,2.47061317,0.036,14.4,,5814,1.06
TrES-2 b,TrES-2,0,Kepler Project Candidate (q1_q17_dr24_koi),0,2.47061339,0.035,12.85,,5850,0.95
TrES-2 b,TrES-2,0,Published Confirmed,0,2.47061373,,,,5850,1
TrES-2 b,TrES-2,0,Published Confirmed,0,2.47063,0.03556,14.258,381.1,5854,1.02
TrES-2 b,TrES-2,0,Published Confirmed,0,2.47061344,,13.103,380.744,,0.94
TrES-2 b,TrES-2,0,Published Confirmed,0,2.4706101,0.03635,14.135,398.24099,5795,1
TrES-2 b,TrES-2,0,Published Confirmed,0,2.47063,0.0367,13.899,406.8224,5960,1
TrES-2 b,TrES-2,0,Published Confirmed,0,2.470621,,13.675,380.76034,,1
TrES-2 b,TrES-2,0,Published Confirmed,0,,,13.675,380.76034,5850,1
TrES-2 b,TrES-2,0,Published Confirmed,0,2.4706132,0.03503,13.025,457.6752,5850,0.95
TrES-3 b,TrES-3,0,Published Confirmed,0,1.30618619,,,,5489,0.82
TrES-3 b,TrES-3,0,Published Confirmed,0,1.30618648,0.02284,14.975,572.41183,5650,0.83
TrES-3 b,TrES-3,0,Published Confirmed,0,,,,513.29545,,
TrES-3 b,TrES-3,0,Published Confirmed,0,1.30618639,,,,5650,0.81
TrES-3 b,TrES-3,0,TESS Project Candidate,0,1.30619229,,15.235,,5489,0.82
TrES-3 b,TrES-3,0,Published Confirmed,0,1.30619,0.02272,14.706,615.95454,5650,0.81
TrES-3 b,TrES-3,0,Published Confirmed,0,1.30618608,,14.796,607.03,,0.82
TrES-3 b,TrES-3,0,Published Confirmed,0,1.3061858,,,,5650,0.83
TrES-3 b,TrES-3,0,Published Confirmed,0,1.30619,0.0226,14.516,610.2336,5720,0.8
TrES-3 b,TrES-3,1,Published Confirmed,0,1.30618581,0.02282,14.975,607.03,5650,0.83
TrES-3 b,TrES-3,0,Published Confirmed,0,1.3061864,0.02283,14.628,607.0553,5650,0.82
TrES-3 b,TrES-3,0,Published Confirmed,0,1.306187,0.02276,14.684,603.55917,5650,0.82
TrES-4 b,TrES-4,0,Published Confirmed,0,,,,267.93069,,
TrES-4 b,TrES-4,0,Published Confirmed,0,3.5539246,0.05084,19.123,291.45011,6200,
TrES-4 b,TrES-4,0,Published Confirmed,0,3.55392771,0.05159,20.602,158.27934,6295,1.81
TrES-4 b,TrES-4,1,Published Confirmed,0,3.55395,,18.046,247.9074,6200,1.66
TrES-4 b,TrES-4,0,TESS Project Candidate,0,3.5539303,,20.299,,6184,2.01
TrES-4 b,TrES-4,0,Published Confirmed,0,3.55392771,0.0516,20.602,157.00802,6295,1.81
TrES-4 b,TrES-4,0,Published Confirmed,0,3.5539268,0.0502,19.448,285.09351,6200,1.83
TrES-4 b,TrES-4,0,Published Confirmed,0,3.553945,0.04965,20.288,278.73691,6200,1.92
TrES-4 b,TrES-4,0,Published Confirmed,0,3.553945,0.05091,20.165,292.073,6184,2.01
TrES-4 b,TrES-4,0,Published Confirmed,0,3.5539266,,,,6200,1.82
TrES-4 b,TrES-4,0,Published Confirmed,0,3.553945,0.05092,19.627,292.4036,6200,1.82
TrES-4 b,TrES-4,0,Published Confirmed,0,3.553945,,,,,1.85
TrES-5 b,TrES-5,0,Published Confirmed,0,1.4822446,0.02446,13.552,565.078,5171,0.87
TrES-5 b,TrES-5,0,Published Confirmed,0,1.48224718,,,,5171,0.87
TrES-5 b,TrES-5,0,Published Confirmed,0,1.48224754,0.0245,13.484,573.36532,,0.85
TrES-5 b,TrES-5,0,TESS Project Candidate,0,1.4822451,,14.064,,5115,0.91
TrES-5 b,TrES-5,1,Published Confirmed,0,1.48224686,0.02459,13.384,568.9157,5171,0.87
TrES-5 b,TrES-5,0,Published Confirmed,0,1.4822446,0.02452,13.552,568.9157,5171,0.87
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,1,Published Confirmed,0,,4.18,,407,,
USco CTIO 108 b,USco CTIO 108,1,Published Confirmed,0,,670,,4449.62,2700,
USco1556 b,USco1556 A,1,Published Confirmed,0,,3500,,4767.45,3410,
USco1621 b,USco1621 A,1,Published Confirmed,0,,2880,,5085.28,3460,
UZ For b,UZ For,1,Published Confirmed,0,5840,5.9,,2002.2,,
UZ For c,UZ For,1,Published Confirmed,0,1916.25,2.8,,2447.2,,
V0391 Peg b,V0391 Peg,1,Published Confirmed,0,1170,1.7,,,29300,0.23
V1298 Tau b,V1298 Tau,0,Published Confirmed,0,24.13861,0.1687,10.22,,4970,1.31
V1298 Tau b,V1298 Tau,1,Published Confirmed,0,24.1396,0.1688,10.27,,,1.34
V1298 Tau c,V1298 Tau,1,Published Confirmed,0,8.24958,0.0825,5.59,,,1.34
V1298 Tau d,V1298 Tau,1,Published Confirmed,0,12.4032,0.1083,6.41,,,1.34
V1298 Tau e,V1298 Tau,1,Published Confirmed,0,60,0.308,8.74,,,1.34
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,0,Published Confirmed,0,,,,13603.124,,
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,0,Published Confirmed,0,,,,13762.039,,
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,1,Published Confirmed,0,,102,,3559.696,2620,
WASP-1 b,WASP-1,0,Published Confirmed,0,2.5199449,,16.97,292,6110,
WASP-1 b,WASP-1,1,Published Confirmed,0,2.5199454,0.03889,16.623,271.415,,1.47
WASP-1 b,WASP-1,0,Published Confirmed,0,,,,251.0857,,
WASP-1 b,WASP-1,0,Published Confirmed,0,2.519961,0.03957,16.97,291.76794,,1.52
WASP-1 b,WASP-1,0,Published Confirmed,0,2.5199464,0.0392,16.735,311.4734,6213,1.47
WASP-1 b,WASP-1,0,Published Confirmed,0,2.51994713,,,,,1.52
WASP-1 b,WASP-1,0,Published Confirmed,0,2.51994529,0.03889,16.242,268.88418,6110,
WASP-1 b,WASP-1,0,Published Confirmed,0,2.5199448,0.03958,16.97,301.30284,6110,1.52
WASP-1 b,WASP-1,0,Published Confirmed,0,2.519961,0.03898,16.634,273.3338,6110,1.46
WASP-1 b,WASP-1,0,Published Confirmed,0,2.51995,0.0382,21.633,282.8687,6200,1.24
WASP-10 b,WASP-10,0,Published Confirmed,0,3.0927636,0.0369,14.348,940.7768,4675,0.78
WASP-10 b,WASP-10,1,Published Confirmed,0,3.0927616,0.03781,12.106,1001.12,4675,0.7
WASP-10 b,WASP-10,0,Published Confirmed,0,3.1,0.038,12.3,1017,4700,
WASP-10 b,WASP-10,0,Published Confirmed,0,,,,1071.0871,,
WASP-10 b,WASP-10,0,Published Confirmed,0,3.09272826,,,,4675,0.78
WASP-10 b,WASP-10,0,Published Confirmed,0,3.0927295,,,,4675,
WASP-10 b,WASP-10,0,Published Confirmed,0,3.09272932,0.0378,11.96,1020.2343,4680,0.7
WASP-10 b,WASP-10,0,Published Confirmed,0,3.0927616,0.0378,11.96,1004.3428,4675,0.7
WASP-100 b,WASP-100,0,TESS Project Candidate,0,2.8493824,,16.415,,6900,1.77
WASP-100 b,WASP-100,0,Published Confirmed,0,2.849375,,18.943,645.1949,,2
WASP-100 b,WASP-100,0,Published Confirmed,0,2.8493819,,,,6733,1.77
WASP-100 b,WASP-100,0,Published Confirmed,0,2.849375,0.0457,18.94,645.17,6900,
WASP-100 b,WASP-100,0,Published Confirmed,0,2.849375,0.04574,18.943,638.8383,6900,2
WASP-100 b,WASP-100,1,Published Confirmed,0,2.84938,,14.908,400.4658,6900,1.57
WASP-100 b,WASP-100,0,Published Confirmed,0,2.849383,,,,6900,
WASP-101 b,WASP-101,0,Published Confirmed,0,3.5857074,,,,6380,1.31
WASP-101 b,WASP-101,0,Published Confirmed,0,3.5857072,,,,6400,1.29
WASP-101 b,WASP-101,0,TESS Project Candidate,0,3.58570761,,15.853,,6400,1.35
WASP-101 b,WASP-101,1,Published Confirmed,0,3.58572,,16.029,162.0933,6380,1.31
WASP-101 b,WASP-101,0,Published Confirmed,0,3.585722,0.05057,15.805,157.96151,6380,1.29
WASP-101 b,WASP-101,0,Published Confirmed,0,3.585722,0.0506,15.8,158.91,6400,1.29
WASP-103 b,WASP-103,1,Published Confirmed,0,0.925542,0.01985,17.127,473.547,6110,1.44
WASP-103 b,WASP-103,0,Published Confirmed,0,0.92554544,,,,6110,1.44
WASP-103 b,WASP-103,0,Published Confirmed,0,0.9255456,0.01987,17.127,462.44265,6110,1.44
WASP-103 b,WASP-103,0,Published Confirmed,0,,0.01979,18.45,467.2101,,1.41
WASP-103 b,WASP-103,0,Published Confirmed,0,0.925542,0.01985,17.127,473.5667,6110,1.44
WASP-104 b,WASP-104,0,Published Confirmed,0,1.7554137,0.0292,12.745,403.00844,5450,0.96
WASP-104 b,WASP-104,0,Published Confirmed,0,1.755406,,,,5475,0.96
WASP-104 b,WASP-104,0,TESS Project Candidate,0,1.75542854,,12.623,,5306,0.97
WASP-104 b,WASP-104,1,Published Confirmed,0,1.7554137,0.02918,12.745,404.263,5475,0.96
WASP-105 b,WASP-105,0,TESS Project Candidate,0,7.87289368,,15.095,,5070,1.26
WASP-105 b,WASP-105,1,Published Confirmed,0,7.87288,0.075,10.761,572.094,5070,0.9
WASP-105 b,WASP-105,0,Published Confirmed,0,7.8728848,,,,5070,0.9
WASP-106 b,WASP-106,0,Published Confirmed,0,9.2897099,,,,6055,1.31
WASP-106 b,WASP-106,0,Published Confirmed,0,9.289715,0.0917,12.162,606.73747,6000,1.39
WASP-106 b,WASP-106,0,Published Confirmed,0,9.289715,0.0917,12.162,611.797,6055,1.39
WASP-106 b,WASP-106,0,TESS Project Candidate,0,9.2896818,,12.124,,6055,1.42
WASP-106 b,WASP-106,1,Published Confirmed,0,9.28971,,11.433,514.8846,6055,1.31
WASP-107 b,WASP-107,1,Published Confirmed,0,5.7214742,,,30.5,4425,0.67
WASP-107 b,WASP-107,0,TESS Project Candidate,0,5.72226,,12.843,,4233.2,0.73
WASP-107 b,WASP-107,0,Published Confirmed,0,5.721488,,,,4430,0.66
WASP-107 b,WASP-107,0,Published Confirmed,0,5.72149242,0.0553,10.357,37.82177,,0.66
WASP-107 b,WASP-107,0,Published Confirmed,0,,,,,,
WASP-107 b,WASP-107,0,Published Confirmed,0,5.72149,0.055,10.536,38.1396,4430,0.66
WASP-107 b,WASP-107,0,Published Confirmed,0,5.7214742,0.0558,10.626,38.1396,4430,0.66
WASP-107 c,WASP-107,1,Published Confirmed,0,1088,,,,4425,0.67
WASP-11 b,WASP-11,0,Published Confirmed,0,3.7224793,0.04376,11.097,169.08556,4900,0.77
WASP-11 b,WASP-11,1,Published Confirmed,0,3.72247,,12.442,251.0857,4800,0.89
WASP-11 b,WASP-11,0,Published Confirmed,0,,,,161.77547,,
WASP-11 b,WASP-11,0,Published Confirmed,0,3.7224747,0.0435,11.265,154.777,4980,0.79
WASP-11 b,WASP-11,0,TESS Project Candidate,0,3.7226557,,11.451,,4926,0.82
WASP-11 b,WASP-11,0,Published Confirmed,0,3.72247967,0.04375,11.097,156.37236,4900,0.77
WASP-11 b,WASP-11,0,Published Confirmed,0,3.722479,,,,4800,0.74
WASP-11 b,WASP-11,0,Published Confirmed,0,3.722465,0.043,10.2,168.4499,4800,0.74
WASP-110 b,WASP-110,1,Published Confirmed,0,3.77840121,,13.877,162.09249,5400,
WASP-113 b,WASP-113,0,Published Confirmed,0,4.5421687,,,,5890,1.61
WASP-113 b,WASP-113,0,Published Confirmed,0,4.54217,,,,5890,1.61
WASP-113 b,WASP-113,0,TESS Project Candidate,0,4.54173378,,17.289,,5939.3,1.73
WASP-113 b,WASP-113,1,Published Confirmed,0,4.54216875,0.05885,15.793,150.96925,5890,1.61
WASP-114 b,WASP-114,1,Published Confirmed,0,1.5487743,0.02851,15.009,562.24127,5940,1.43
WASP-114 b,WASP-114,0,Published Confirmed,0,1.5487752,,,,5940,1.43
WASP-117 b,WASP-117,0,TESS Project Candidate,0,10.02059978,,11.768,,6038,1.28
WASP-117 b,WASP-117,0,Published Confirmed,0,10.02165,0.09464,11.444,87.75286,6040,1.17
WASP-117 b,WASP-117,0,Published Confirmed,0,10.02165,0.09459,11.444,87.5585,6038,1.17
WASP-117 b,WASP-117,1,Published Confirmed,0,10.02165,,11.882,95.349,6040,1.22
WASP-117 b,WASP-117,0,Published Confirmed,0,10.0205927,,,,6040,1.22
WASP-117 b,WASP-117,0,Published Confirmed,0,10.020607,,,,5984.9,1.28
WASP-118 b,WASP-118,0,Published Confirmed,0,4.0460407,0.0545,15.625,165.2716,,1.75
WASP-118 b,WASP-118,0,TESS Project Candidate,0,4.04606565,,16.062,,6404,1.81
WASP-118 b,WASP-118,1,Published Confirmed,0,4.0460435,0.05453,16.141,163.36462,6410,1.7
WASP-118 b,WASP-118,0,Published Confirmed,0,4.0460654,0.05356,14.94,,,1.7
WASP-118 b,WASP-118,0,Published Candidate,0,4.046005,,12,,,1.38
WASP-119 b,WASP-119,1,Published Confirmed,0,2.49979,0.0363,15.693,390.9309,5650,1.2
WASP-119 b,WASP-119,0,TESS Project Candidate,0,2.4997996,,13.852,,5650,1.14
WASP-119 b,WASP-119,0,Published Confirmed,0,2.4998039,,,,5650,1.2
WASP-119 b,WASP-119,0,Published Confirmed,0,2.4998048,,,,5650,1.14
WASP-119 b,WASP-119,0,Published Confirmed,0,2.4998045,,,,5650,1.2
WASP-12 b,WASP-12,0,Published Confirmed,0,,,,,6154,1.75
WASP-12 b,WASP-12,0,TESS Project Candidate,0,1.0914167,,23.998,,6154,1.75
WASP-12 b,WASP-12,0,Published Confirmed,0,1.091423,0.0229,20.1,448,6300,1.57
WASP-12 b,WASP-12,0,Published Confirmed,0,,,,,,
WASP-12 b,WASP-12,0,Published Confirmed,0,1.0914203,0.0234,21.297,467.2101,6360,1.66
WASP-12 b,WASP-12,1,Published Confirmed,0,1.09142,0.0232,21.712,465.62095,6360,1.66
WASP-12 b,WASP-12,0,Published Confirmed,0,1.0914199,,20.389,448.1403,6300,1.57
WASP-12 b,WASP-12,0,Published Confirmed,0,1.0914222,0.02309,20.456,454.4969,6250,1.62
WASP-12 b,WASP-12,0,Published Confirmed,0,1.0914209,0.02312,20.456,441.7837,6250,1.62
WASP-12 b,WASP-12,0,Published Confirmed,0,1.09142119,0.0235,20.849,638.8383,6300,
WASP-12 b,WASP-12,0,Published Confirmed,0,1.09142245,,20.4,416.3573,6300,1.59
WASP-12 b,WASP-12,0,Published Confirmed,0,1.09,,19.392,444.962,6154,1.75
WASP-12 b,WASP-12,0,Published Confirmed,0,,,,441.7837,,
WASP-12 b,WASP-12,0,Published Confirmed,0,1.09142162,,,,6154,1.75
WASP-12 b,WASP-12,0,Published Confirmed,0,1.09141964,,,,6300,1.57
WASP-120 b,WASP-120,0,Published Confirmed,0,3.6112686,,,,6450,1.87
WASP-120 b,WASP-120,0,TESS Project Candidate,0,3.61126206,,13.614,,6450,1.68
WASP-120 b,WASP-120,1,Published Confirmed,0,3.6112706,0.0514,16.511,1541.4755,6450,1.87
WASP-121 b,WASP-121,0,TESS Project Candidate,0,1.2749246,,22.102,,6459,1.52
WASP-121 b,WASP-121,0,Published Confirmed,0,,,,,6776,1.52
WASP-121 b,WASP-121,0,Published Confirmed,0,1.27492477,,,,6459,1.46
WASP-121 b,WASP-121,0,Published Confirmed,0,1.2749255,0.025,20.176,,,
WASP-121 b,WASP-121,0,Published Confirmed,0,1.274925,,,,6459,1.46
WASP-121 b,WASP-121,1,Published Confirmed,0,1.27492504,0.02596,19.649,367.72747,,1.46
WASP-121 b,WASP-121,0,Published Confirmed,0,1.2749255,,18.988,,,1.46
WASP-121 b,WASP-121,0,Published Confirmed,0,1.2749255,0.02544,20.905,375.99289,6459,1.46
WASP-123 b,WASP-123,1,Published Confirmed,0,2.9776412,0.04263,14.773,285.72917,5740,1.28
WASP-123 b,WASP-123,0,TESS Project Candidate,0,2.97763695,,14.037,,5703,1.22
WASP-124 b,WASP-124,0,Published Confirmed,0,3.3726492,,,,6050,1.02
WASP-124 b,WASP-124,0,TESS Project Candidate,0,3.372877,,14.202,,6050,1.02
WASP-124 b,WASP-124,1,Published Confirmed,0,3.37265,0.0449,13.899,190.698,6050,1.02
WASP-124 b,WASP-124,0,Published Confirmed,0,3.37265,,,,6050,1.02
WASP-126 b,WASP-126,0,Published Confirmed,0,3.2888,0.0449,10.761,88.9924,5800,1.27
WASP-126 b,WASP-126,0,Published Confirmed,0,3.2887884,,,,5675.54,1.24
WASP-126 b,WASP-126,0,Published Confirmed,0,3.2887885,,,,5800,1.27
WASP-126 b,WASP-126,0,TESS Project Candidate,0,3.28878776,,10.435,,5800,1.24
WASP-126 b,WASP-126,1,Published Confirmed,0,3.28883,,,90.3,5800,1.27
WASP-126 c,WASP-126,1,Published Confirmed,0,7.63,,,64.2,5800,1.27
WASP-127 b,WASP-127,0,Published Confirmed,0,4.178062,0.052,15.356,57.2094,5620,1.39
WASP-127 b,WASP-127,0,TESS Project Candidate,0,4.1780629,,15.466,,5620,1.35
WASP-127 b,WASP-127,0,Published Confirmed,0,4.178062,,,,5828.01,1.35
WASP-127 b,WASP-127,1,Published Confirmed,0,4.17806203,0.0484,14.695,52.3466,,1.33
WASP-129 b,WASP-129,1,Published Confirmed,0,5.748145,0.0628,10.424,317.83,5900,0.9
WASP-129 b,WASP-129,0,TESS Project Candidate,0,5.74813436,,13.237,,5900,1.13
WASP-13 b,WASP-13,0,Published Confirmed,0,4.353011,0.0557,17.127,162.72896,5826,1.66
WASP-13 b,WASP-13,1,Published Confirmed,0,4.35301,,13.675,114.4188,5950,1.37
WASP-13 b,WASP-13,0,TESS Project Candidate,0,4.3532339,,16.251,,5914,1.59
WASP-13 b,WASP-13,0,Published Confirmed,0,4.353011,0.0558,17.127,166.86075,5830,1.66
WASP-13 b,WASP-13,0,Published Confirmed,0,4.353011,0.05362,15.569,151.599,,1.56
WASP-13 b,WASP-13,0,Published Confirmed,0,4.3530101,,,,5950,1.37
WASP-13 b,WASP-13,0,Published Confirmed,0,4.3530135,,15.771,158.915,5989,
WASP-130 b,WASP-130,0,TESS Project Candidate,0,11.55024596,,10.86,,5625,1.06
WASP-130 b,WASP-130,1,Published Confirmed,0,11.55098,0.1012,9.976,390.9309,5625,0.96
WASP-130 b,WASP-130,0,Published Confirmed,0,11.5509796,,,,5625,0.96
WASP-131 b,WASP-131,1,Published Confirmed,0,5.322023,0.0607,13.675,85.8141,6030,1.53
WASP-131 b,WASP-131,0,TESS Project Candidate,0,5.322154,,13.377,,6030,1.53
WASP-131 b,WASP-131,0,Published Confirmed,0,5.322023,,,,6030,1.53
WASP-132 b,WASP-132,0,Published Confirmed,0,7.133521,0.067,9.752,130.3103,4775,0.74
WASP-132 b,WASP-132,0,TESS Project Candidate,0,7.133518,,10.969,,4775,0.79
WASP-132 b,WASP-132,0,Published Confirmed,0,7.1335135,,,,4775,0.74
WASP-132 b,WASP-132,1,Published Confirmed,0,7.133514,0.067,10.05,,4714,0.75
WASP-132 b,WASP-132,0,Published Confirmed,0,7.1335215,,,,4775,0.74
WASP-132 c,WASP-132,0,TESS Project Candidate,0,1.01153359,,2.333,,4775,0.79
WASP-132 c,WASP-132,1,Published Confirmed,0,1.011534,0.0182,1.85,37.35,4714,0.75
WASP-133 b,WASP-133,0,Published Confirmed,0,2.1764231,,,,5700,1.44
WASP-133 b,WASP-133,1,Published Confirmed,0,2.176423,0.0345,13.563,368.6828,5700,1.44
WASP-135 b,WASP-135,1,Published Confirmed,0,1.4013794,0.0243,14.572,603.877,5675,0.96
WASP-135 b,WASP-135,0,Published Confirmed,0,1.4013795,,,,5675,0.96
WASP-135 b,WASP-135,0,Published Confirmed,0,1.4013788,,,,5675,0.96
WASP-135 b,WASP-135,0,TESS Project Candidate,0,1.40138411,,14.019,,4984,0.93
WASP-136 b,WASP-136,1,Published Confirmed,0,5.215357,0.0661,15.468,479.9233,6260,2.21
WASP-136 b,WASP-136,0,Published Confirmed,0,5.2153571,,,,6260,2.21
WASP-136 b,WASP-136,0,TESS Project Candidate,0,5.21535668,,17.656,,6067.2,2.39
WASP-138 b,WASP-138,0,Published Confirmed,0,3.6344412,,,,6272,1.36
WASP-138 b,WASP-138,0,TESS Project Candidate,0,3.6344447,,14.25,,6272,1.42
WASP-138 b,WASP-138,1,Published Confirmed,0,3.634433,0.0494,12.218,387.7526,6272,1.36
WASP-139 b,WASP-139,0,TESS Project Candidate,0,5.92426613,,9.344,,5310,0.85
WASP-139 b,WASP-139,1,Published Confirmed,0,5.924262,0.062,8.967,37.18611,5310,0.8
WASP-14 b,WASP-14,0,Published Confirmed,0,2.24376628,,,,6475,1.31
WASP-14 b,WASP-14,0,Published Confirmed,0,2.2437655,0.037,13.899,2412.3297,6475,1.32
WASP-14 b,WASP-14,0,Published Confirmed,0,2.2437669,,,,,
WASP-14 b,WASP-14,1,Published Confirmed,0,2.24375,,15.468,2809.6172,6475,1.4
WASP-14 b,WASP-14,0,Published Confirmed,0,2.24376524,0.0371,13.686,2466.3608,6500,
WASP-14 b,WASP-14,0,Published Confirmed,0,2.243752,0.036,14.36,2333,6475,1.31
WASP-14 b,WASP-14,0,TESS Project Candidate,0,2.2438471,,14.289,,6458,1.33
WASP-14 b,WASP-14,0,Published Confirmed,0,2.2437661,0.0358,14.359,2294.7326,6480,1.31
WASP-14 b,WASP-14,0,Published Confirmed,0,2.2437661,0.0372,18.304,2510.857,6475,1.67
WASP-14 b,WASP-14,0,Published Confirmed,0,,,,2479.074,,
WASP-140 b,WASP-140,1,Published Confirmed,0,2.2359835,0.0323,16.141,775.5052,5260,0.87
WASP-140 b,WASP-140,0,Published Confirmed,0,2.2359838,,,,5260,0.87
WASP-140 b,WASP-140,0,TESS Project Candidate,0,2.23598646,,13.437,,5260,0.84
WASP-141 b,WASP-141,0,TESS Project Candidate,0,3.3106692,,13.382,,6030,1.35
