Name,starName,controversial,solution,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,distance
CoRoT-18 b,CoRoT-18,0,Published Confirmed,0,1.90009,0.0288,12.846,1048.839,,0.88
CoRoT-18 b,CoRoT-18,0,Published Confirmed,0,1.9000769,,,,5440,1
CoRoT-18 b,CoRoT-18,0,TESS Project Candidate,0,1.90008625,,15.05,,5440,0.93
CoRoT-19 b,CoRoT-19,1,Published Confirmed,0,3.89713,0.0518,14.46,352.78,6090,1.65
CoRoT-19 b,CoRoT-19,0,Published Confirmed,0,3.89713,0.0512,13.339,346.4347,6090,1.58
CoRoT-19 b,CoRoT-19,0,Published Confirmed,0,3.89713,0.05166,14.46,367.09365,6090,1.65
CoRoT-19 b,CoRoT-19,0,Published Confirmed,0,3.897131,,,,6090,1.65
CoRoT-19 b,CoRoT-19,0,TESS Project Candidate,0,3.89712026,,13.493,,6090,1.64
CoRoT-2 b,CoRoT-2,0,Published Confirmed,0,1.742997,,,,5696,
CoRoT-2 b,CoRoT-2,0,Published Confirmed,0,1.7429975,,15.85,1052.0173,5625,0.9
CoRoT-2 b,CoRoT-2,0,TESS Project Candidate,0,1.74301433,,16.923,,5529,0.94
CoRoT-2 b,CoRoT-2,1,Published Confirmed,0,1.7429935,0.02798,16.432,1102.82,5625,0.91
CoRoT-2 b,CoRoT-2,0,Published Confirmed,0,1.7429964,0.0281,16.421,1051.973,,
CoRoT-2 b,CoRoT-2,0,Published Confirmed,0,1.7429935,0.02854,16.477,1150.5446,5696,0.91
CoRoT-2 b,CoRoT-2,0,Published Confirmed,0,1.74299673,,,,5529,0.94
CoRoT-2 b,CoRoT-2,0,Published Confirmed,0,1.74299609,,16.533,,5575,
CoRoT-2 b,CoRoT-2,0,Published Confirmed,0,1.7429935,0.02835,16.365,1134.6531,5598,0.9
CoRoT-2 b,CoRoT-2,0,Published Confirmed,0,1.74299673,0.0281,16.432,1048.839,5625,0.9
CoRoT-20 b,CoRoT-20,0,Published Confirmed,0,9.24285,0.0892,13.002,1608.2198,5880,1.34
CoRoT-20 b,CoRoT-20,0,Published Confirmed,0,9.24285,0.0901,9.416,1344.4209,5880,1.02
CoRoT-20 b,CoRoT-20,1,Published Confirmed,0,9.24285,0.09,,1366.669,,
CoRoT-20 b,CoRoT-20,0,TESS Project Candidate,0,9.24323029,,15.397,,5880,1.3
CoRoT-20 b,CoRoT-20,0,Published Confirmed,0,9.24318,0.0891,11.209,1315.8162,,1.16
CoRoT-20 b,CoRoT-20,0,Published Confirmed,0,9.24285,0.0902,9.42,1347.54,5880,1.02
CoRoT-20 c,CoRoT-20,1,Published Confirmed,0,1675,2.9,,,,
CoRoT-21 b,CoRoT-21,1,Published Confirmed,0,2.72474,0.0417,14.572,718.2958,6200,1.95
CoRoT-21 b,CoRoT-21,0,Published Confirmed,0,2.72474,0.0416,14.572,705.5826,6200,1.95
CoRoT-22 b,CoRoT-22,1,Published Confirmed,0,9.75598,0.092,4.88,12.2,5939,1.14
CoRoT-23 b,CoRoT-23,0,Published Confirmed,0,3.6313,0.0484,11.769,982.0947,5900,1.61
CoRoT-23 b,CoRoT-23,0,Published Confirmed,0,3.6313,0.04809,13.227,972.5598,5900,1.74
CoRoT-23 b,CoRoT-23,1,Published Confirmed,0,3.6313,0.048,11.77,889.9,5900,1.61
CoRoT-24 b,CoRoT-24,1,Published Confirmed,0,5.1134,0.056,3.7,5.7,4950,0.86
CoRoT-24 c,CoRoT-24,1,Published Confirmed,0,11.759,0.098,5,28,4950,0.86
CoRoT-25 b,CoRoT-25,0,Published Confirmed,0,4.86069,0.05789,12.106,93.12419,6040,1.19
CoRoT-25 b,CoRoT-25,1,Published Confirmed,0,4.86069,0.0578,12.11,85.81,6040,1.19
CoRoT-26 b,CoRoT-26,1,Published Confirmed,0,4.20474,0.0526,14.12,165.26,5590,1.79
CoRoT-26 b,CoRoT-26,0,Published Confirmed,0,4.20474,0.0525,14.123,184.3414,5590,1.79
CoRoT-27 b,CoRoT-27,1,Published Confirmed,0,3.57532,0.0476,11.287,3302.11,5900,1.08
CoRoT-27 b,CoRoT-27,0,Published Confirmed,0,3.57532,0.0467,11.287,3273.649,5900,1.08
CoRoT-28 b,CoRoT-28,0,Published Confirmed,0,5.20851,0.059,10.705,152.87623,5150,1.78
CoRoT-28 b,CoRoT-28,1,Published Confirmed,0,5.20851,0.0603,10.705,153.82972,5150,1.78
CoRoT-29 b,CoRoT-29,0,Published Confirmed,0,2.85057,0.039,10.088,266.9772,5260,0.9
CoRoT-29 b,CoRoT-29,0,Published Confirmed,0,2.8505615,,,,5268,1.08
CoRoT-29 b,CoRoT-29,1,Published Confirmed,0,2.85057,0.0386,10.088,270.1555,5260,0.9
CoRoT-3 b,CoRoT-3,0,Published Confirmed,0,,,,,6558,1.44
CoRoT-3 b,CoRoT-3,0,Published Confirmed,0,4.2567994,0.05783,11.624,6979.5468,6740,1.57
CoRoT-3 b,CoRoT-3,1,Published Confirmed,0,4.2568,,11.32,6883.91,6740,1.56
CoRoT-3 b,CoRoT-3,0,Published Confirmed,0,4.2567994,0.0574,11.321,6814.2752,6740,1.56
CoRoT-3 b,CoRoT-3,0,Published Confirmed,0,4.2567994,0.05694,11.135,6747.5309,,1.54
CoRoT-30 b,CoRoT-30,1,Published Confirmed,0,9.06005,0.0844,11.31,921.707,5650,0.91
CoRoT-31 b,CoRoT-31,1,Published Confirmed,0,4.62941,0.0586,16.365,266.9772,5700,2.15
CoRoT-35 b,CoRoT-35,1,Published Confirmed,0,3.22748,0.0429,18.831,349.61125,6390,1.65
CoRoT-36 b,CoRoT-36,1,Published Confirmed,0,5.616531,0.066,15.805,216.12332,6730,1.52
CoRoT-4 b,CoRoT-4,1,Published Confirmed,0,9.20205,0.09,13.34,228.83,6190,1.17
CoRoT-4 b,CoRoT-4,0,TESS Project Candidate,0,9.20164964,,13.437,,6190,1.12
CoRoT-4 b,CoRoT-4,0,Published Confirmed,0,9.20205,0.09025,13.339,223.43449,6190,1.17
CoRoT-4 b,CoRoT-4,0,Published Confirmed,0,9.20205,0.0912,13.002,232.33373,6190,1.15
CoRoT-5 b,CoRoT-5,0,Published Confirmed,0,4.0378962,0.05004,13.249,149.3801,6100,1.05
CoRoT-5 b,CoRoT-5,1,Published Confirmed,0,4.0378962,0.04947,15.558,148.42,6100,1.19
CoRoT-5 b,CoRoT-5,0,Published Confirmed,0,4.0378962,0.04963,15.558,151.92274,6100,1.19
CoRoT-5 b,CoRoT-5,0,TESS Project Candidate,0,4.03790124,,18.383,,6100,1.27
CoRoT-5 b,CoRoT-5,0,Published Confirmed,0,4.0379156,0.0495,14.079,145.88397,,1.11
CoRoT-6 b,CoRoT-6,0,Published Confirmed,0,8.886593,0.0855,13.283,940.7768,6090,1.04
CoRoT-6 b,CoRoT-6,0,Published Confirmed,0,8.886593,0.0854,13.07,937.5985,6090,1.02
CoRoT-6 b,CoRoT-6,1,Published Confirmed,0,8.886593,0.0855,13.068,940.74,6090,1.02
CoRoT-7 b,CoRoT-7,0,Published Confirmed,0,0.85359165,0.017,,4.73,5256,0.86
CoRoT-7 b,CoRoT-7,0,Published Confirmed,0,0.853585,0.017,,4.8,5256,0.86
CoRoT-7 b,CoRoT-7,1,Published Confirmed,0,0.85359163,,1.681,4.07661,5275,0.83
CoRoT-7 b,CoRoT-7,0,Published Confirmed,0,0.8535,,1.528,6.056,5250,
CoRoT-7 b,CoRoT-7,0,Published Confirmed,0,0.853585,0.0172,1.68,21,5275,0.87
CoRoT-7 b,CoRoT-7,0,Published Confirmed,0,0.854,,1.58,4.6,5313,0.84
CoRoT-7 b,CoRoT-7,0,Published Confirmed,0,0.85359159,0.017016,1.585,5.74,5259,0.82
CoRoT-7 b,CoRoT-7,0,Published Confirmed,0,0.853585,0.0169,1.861,6.99226,5250,0.96
CoRoT-7 c,CoRoT-7,0,Published Confirmed,0,3.697,,,13.289,5250,
CoRoT-7 c,CoRoT-7,0,Published Confirmed,0,3.7,0.045,,13.56,5256,0.86
CoRoT-7 c,CoRoT-7,1,Published Confirmed,0,3.698,0.046,,8.4,5256,0.86
CoRoT-7 d,CoRoT-7,1,Published Confirmed,0,8.966,,,17.142,5250,
CoRoT-8 b,CoRoT-8,0,Published Confirmed,0,6.212445,0.0636,6.938,69.28694,,0.8
CoRoT-8 b,CoRoT-8,1,Published Confirmed,0,6.21229,0.063,6.39,69.92,5080,0.77
CoRoT-8 b,CoRoT-8,0,Published Confirmed,0,6.21229,0.0633,7.981,68.65128,5080,0.9
CoRoT-8 b,CoRoT-8,0,Published Confirmed,0,6.212381,0.06339,6.389,69.28694,5080,0.77
CoRoT-9 b,CoRoT-9,0,Published Confirmed,0,95.2738,0.4027,11.624,262.52758,5625,0.94
CoRoT-9 b,CoRoT-9,0,Published Confirmed,0,95.272656,0.4029,11.949,268.88418,5625,0.96
CoRoT-9 b,CoRoT-9,1,Published Confirmed,0,95.272656,0.4021,11.949,266.9772,5625,0.96
CoRoT-9 b,CoRoT-9,0,Published Confirmed,0,95.2738,0.407,11.77,266.97,5625,0.94
CoRoTID 223977153 b,CoRoTID 223977153,1,Published Confirmed,0,6.71837,0.071,6.389,47.6745,5970,0.79
CoRoTID 223977153 b,CoRoTID 223977153,0,Published Confirmed,0,6.7183678,,,,5970,0.79
DE CVn b,DE CVn,1,Published Confirmed,0,4098.1,5.75,,,,
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,Published Confirmed,0,246.36,0.36,,9057.77,,
DH Tau b,DH Tau,1,Published Confirmed,0,,330,,3496,,0.27
DH Tau b,DH Tau,0,Published Confirmed,0,,,30.264,3496.13,4371,1.37
DMPP-1 b,DMPP-1,1,Published Confirmed,0,18.57,0.1462,,,6196,1.26
DMPP-1 c,DMPP-1,1,Published Confirmed,0,6.584,0.0733,,,6196,1.26
DMPP-1 d,DMPP-1,1,Published Confirmed,0,2.882,0.0422,,,6196,1.26
DMPP-1 e,DMPP-1,1,Published Confirmed,0,5.516,0.0651,,,6196,1.26
DMPP-2 b,DMPP-2,1,Published Confirmed,0,5.2072,0.0664,,,6500,1.78
DMPP-3 A b,DMPP-3 A,1,Published Confirmed,0,6.6732,0.0662,,,5138,0.91
DMPP-3 A b,DMPP-3 A,0,Published Confirmed,0,6.6736,0.0662,,,,
DP Leo b,DP Leo,0,Published Confirmed,0,8693,8.6,,1995.88832,,
DP Leo b,DP Leo,1,Published Confirmed,0,10220,8.19,,,,
DS Tuc A b,DS Tuc A,1,Published Confirmed,0,8.138268,,5.7,,5428,0.96
DS Tuc A b,DS Tuc A,0,Published Confirmed,0,8.1387,,5.63,413.179,5542,0.87
DS Tuc A b,DS Tuc A,0,TESS Project Candidate,0,8.13822434,,6.496,,5414,0.95
EPIC 201170410.02,EPIC 201170410,1,Published Confirmed,0,6.7987,0.0349,1.047,,3648,0.28
EPIC 201238110 b,EPIC 201238110,1,Published Confirmed,0,28.1656,,1.87,,,
EPIC 201238110 b,EPIC 201238110,0,Published Candidate,0,28.1696,,2.2,,,0.37
EPIC 201427007 b,EPIC 201427007,1,Published Confirmed,0,0.72091,,1.5,,5633,0.94
EPIC 201497682 b,EPIC 201497682,1,Published Confirmed,0,2.13174,,0.692,,,
EPIC 201595106 b,EPIC 201595106,1,Published Confirmed,0,0.877214,,1.3,,5820,0.93
EPIC 201595106 b,EPIC 201595106,0,Published Candidate,0,0.877183,,1.406,,5705,0.93
EPIC 201595106 b,EPIC 201595106,0,Published Candidate,0,0.87703,,1.2,,5711.17,0.99
EPIC 201615463 c,K2-166,1,Published Confirmed,0,3.80464,,1.22,,,
EPIC 201754305 d,K2-16,1,Published Confirmed,0,2.71578,,1.03,,,
EPIC 201757695.02,EPIC 201757695,1,Published Confirmed,0,2.0478,0.0296,0.908,,4520,0.66
EPIC 201833600 c,K2-50,1,Published Confirmed,0,3.96151,,1,,,
EPIC 201833600 c,K2-50,0,Published Candidate,0,3.96165,,1.48,,,0.63
EPIC 201841433 b,EPIC 201841433,0,Published Candidate,0,4.16888,,1.41,,,0.63
EPIC 201841433 b,EPIC 201841433,1,Published Confirmed,0,4.1698,0.035,1.04,,5053,0.63
EPIC 201841433 b,EPIC 201841433,0,Published Confirmed,0,4.16959,,1.1,,,
EPIC 205950854 c,K2-168,1,Published Confirmed,0,8.050722,,1.31,,5502.7,0.83
EPIC 205950854 c,K2-168,0,Published Candidate,0,8.0516,,1.62,,,0.9
EPIC 205950854 c,K2-168,0,Published Confirmed,0,8.0468,,1.18,,,
EPIC 206024342 b,EPIC 206024342,1,Published Confirmed,0,4.50756,,1.7,,,
EPIC 206024342 b,EPIC 206024342,0,Published Candidate,0,4.50717,,1.44,,,0.82
EPIC 206024342 c,EPIC 206024342,0,Published Candidate,0,0.9116567,,1.35,,5648,0.94
EPIC 206024342 c,EPIC 206024342,0,Published Candidate,0,0.911618,,1.16,,,0.82
EPIC 206024342 c,EPIC 206024342,1,Published Confirmed,0,0.911724,,1.4,,5724,1.1
EPIC 206024342 d,EPIC 206024342,0,Published Candidate,0,14.641541,,2.94,,5648,0.94
EPIC 206024342 d,EPIC 206024342,0,Published Candidate,0,14.637,,4,,6438,1.5
EPIC 206024342 d,EPIC 206024342,0,Published Candidate,0,14.6435,,2.52,,,0.82
EPIC 206024342 d,EPIC 206024342,1,Published Confirmed,0,14.647531,,2.6,,5724,1.1
EPIC 206032309 b,EPIC 206032309,1,Published Confirmed,0,2.87814,,1.01,,,
EPIC 206042996 b,EPIC 206042996,1,Published Confirmed,0,5.2986,,1.7,,4114,0.5
EPIC 206042996 b,EPIC 206042996,0,Published Confirmed,0,5.29711,,1.62,,,
EPIC 206042996 b,EPIC 206042996,0,Published Candidate,0,5.29853,,3.32,,,0.67
EPIC 206042996 c,EPIC 206042996,0,Published Candidate,0,0.35490972,,1.45,,3893,0.57
EPIC 206042996 c,EPIC 206042996,1,Published Confirmed,0,0.354884,,1.2,,4114,0.5
EPIC 206215704 b,EPIC 206215704,0,Published Candidate,0,2.25558,,2,,,0.37
EPIC 206215704 b,EPIC 206215704,1,Published Confirmed,0,2.255436,,1,,3297,0.25
EPIC 206215704 b,EPIC 206215704,0,Published Confirmed,0,2.25372,,0.9,,,
EPIC 206317286 b,EPIC 206317286,0,Published Candidate,0,1.58316,,1.22,,,0.67
EPIC 206317286 b,EPIC 206317286,1,Published Confirmed,0,1.58252,,0.96,,,
EPIC 206317286 c,EPIC 206317286,0,Published Candidate,0,17.5125,,2.15,,,0.67
EPIC 206317286 c,EPIC 206317286,0,Published Candidate,0,17.501662,,2.63,,4749,0.73
EPIC 206317286 c,EPIC 206317286,1,Published Confirmed,0,17.515472,,2.094,,4752,0.76
EPIC 211822797 b,EPIC 211822797,0,Published Candidate,0,21.1595,,,,3811,0.6
EPIC 211822797 b,EPIC 211822797,0,Published Confirmed,0,21.169619,,2.2,,3880,0.59
EPIC 211822797 b,EPIC 211822797,0,Published Confirmed,0,21.169861,0.131,1.98,,4148.21,0.57
EPIC 211822797 b,EPIC 211822797,0,Published Candidate,0,21.17623917,,,,3811,0.6
EPIC 211822797 b,EPIC 211822797,0,Published Candidate,0,21.1686,,2.18,,,0.64
EPIC 211822797 b,EPIC 211822797,1,Published Confirmed,0,21.1701963,0.1195,1.92,,4057,0.58
EPIC 211945201 b,EPIC 211945201,0,Published Candidate,0,19.50735025,,,,6128,1.36
EPIC 211945201 b,EPIC 211945201,0,Published Candidate,0,19.491795,,5.847,,6046,1.41
EPIC 211945201 b,EPIC 211945201,0,Published Confirmed,0,19.49213,0.148,6.12,27,6025,1.38
EPIC 211945201 b,EPIC 211945201,1,Published Confirmed,0,19.49221,0.1493,5.76,,6069,1.39
EPIC 211945201 b,EPIC 211945201,0,Published Candidate,0,19.491,,,,6128,1.36
EPIC 211945201 b,EPIC 211945201,0,Published Candidate,0,19.49183,,5.96,,,1.4
EPIC 211945201 b,EPIC 211945201,0,Published Candidate,0,19.492132,,6,,,1.48
EPIC 211945201 b,EPIC 211945201,0,TESS Project Candidate,0,19.4921473,,5.507,,6128,1.36
EPIC 211945201 b,EPIC 211945201,0,Published Candidate,0,19.491965,,6.8,,6320,1.49
EPIC 212297394 b,EPIC 212297394,0,Published Candidate,0,2.28896,,1.83,,,0.75
EPIC 212297394 b,EPIC 212297394,1,Published Confirmed,0,2.289363,,1.48,,5171,0.8
EPIC 212297394 b,EPIC 212297394,0,Published Confirmed,0,2.28943,,1.323,,,
EPIC 212297394 c,EPIC 212297394,0,Published Candidate,0,5.21378,,2.29,,,0.75
EPIC 212297394 c,EPIC 212297394,0,Published Candidate,0,5.213,,,,5008,0.78
EPIC 212297394 c,EPIC 212297394,1,Published Confirmed,0,5.213965,,2.27,,5171,0.8
EPIC 212424622 b,EPIC 212424622,0,Published Candidate,0,18.0971,,2.21,,,1.22
EPIC 212424622 b,EPIC 212424622,1,Published Confirmed,0,18.0983,,2.17,,,
EPIC 212499991 b,EPIC 212499991,1,Published Confirmed,0,34.885,,1.6,,,
EPIC 212587672 b,EPIC 212587672,0,Published Candidate,0,15.2841,,1.39,,,0.98
EPIC 212587672 b,EPIC 212587672,0,Published Confirmed,0,15.2841,,1.12,,,
EPIC 212587672 b,EPIC 212587672,1,Published Confirmed,0,15.28078,,1.26,,6004,0.98
EPIC 212587672 c,EPIC 212587672,0,Published Candidate,0,23.226,,,,6055,0.95
EPIC 212587672 c,EPIC 212587672,0,Published Candidate,0,23.24110566,,,,6055,0.95
EPIC 212587672 c,EPIC 212587672,0,Published Candidate,0,23.226001,,2.245,,5928,0.95
EPIC 212587672 c,EPIC 212587672,0,Published Candidate,0,23.2259,,2.31,,,0.98
EPIC 212587672 c,EPIC 212587672,0,Published Candidate,0,23.226,,2.3,,,0.95
EPIC 212587672 c,EPIC 212587672,1,Published Confirmed,0,23.228555,,2.32,,6004,0.98
EPIC 212624936 b,EPIC 212624936,1,Published Confirmed,0,0.578657,,1.2,,5765,0.93
EPIC 212624936 c,EPIC 212624936,1,Published Confirmed,0,11.811437,,2.3,,5765,0.93
EPIC 212624936 c,EPIC 212624936,0,Published Candidate,0,11.81387,,2.67,,,0.95
EPIC 212737443 b,EPIC 212737443,0,Published Candidate,0,13.603,,,,4581,0.67
EPIC 212737443 b,EPIC 212737443,0,Published Candidate,0,13.60697954,,,,4581,0.67
EPIC 212737443 b,EPIC 212737443,1,Published Confirmed,0,13.603,0.098,2.586,,4684,0.67
EPIC 212737443 c,EPIC 212737443,1,Published Confirmed,0,65.55,0.28,2.69,,4684,0.67
EPIC 220492298 b,EPIC 220492298,1,Published Confirmed,0,0.762406,,0.99,,5620,0.89
EPIC 220554210 c,K2-282,0,Published Confirmed,0,0.70531,,1.48,,,
EPIC 220554210 c,K2-282,1,Published Confirmed,0,0.70531,,1.6,,5499,1
EPIC 220554210 c,K2-282,0,Published Candidate,0,0.705386,,1.73,,,1.01
EPIC 220674823 b,EPIC 220674823,0,Published Candidate,0,0.571285,,1.816,,,1.02
EPIC 220674823 b,EPIC 220674823,0,Published Confirmed,0,0.571292,0.0116,1.52,8.36,5470,0.87
EPIC 220674823 b,EPIC 220674823,1,Published Confirmed,0,0.571212,,1.6,,5613,0.95
EPIC 220674823 b,EPIC 220674823,0,Published Confirmed,0,0.571331,0.0134,1.82,,5617,0.98
EPIC 220674823 b,EPIC 220674823,0,Published Candidate,0,0.571336,,1.8,,,0.97
EPIC 220674823 b,EPIC 220674823,0,Published Confirmed,0,0.571308,,1.46,,5590,0.83
EPIC 220674823 b,EPIC 220674823,0,Published Confirmed,0,0.571336,0.01312,1.82,9,5496,0.95
EPIC 220674823 b,EPIC 220674823,0,Published Confirmed,0,0.571,,1.712,7.72,5496,0.98
EPIC 220674823 b,EPIC 220674823,0,Published Confirmed,0,0.571299,,1.669,,5590,0.91
EPIC 220674823 c,EPIC 220674823,0,Published Confirmed,0,13.339079,0.1091,2.73,,5617,0.98
EPIC 220674823 c,EPIC 220674823,0,Published Confirmed,0,13.341245,,2.53,,5590,0.83
EPIC 220674823 c,EPIC 220674823,0,Published Confirmed,0,13.339746,,2.705,,5590,0.91
EPIC 220674823 c,EPIC 220674823,0,Published Confirmed,0,13.3387,0.1071,2.77,5.7,5496,0.95
EPIC 220674823 c,EPIC 220674823,1,Published Confirmed,0,13.334615,,2.2,,5613,0.95
EPIC 220674823 c,EPIC 220674823,0,Published Candidate,0,13.338687,,2.8,,,0.97
EPIC 220674823 c,EPIC 220674823,0,Published Candidate,0,13.33877,,3.79,,,1.02
EPIC 220674823 c,EPIC 220674823,0,Published Confirmed,0,13.3397,0.105,2.5,5.8,5470,0.87
EPIC 228836835 b,EPIC 228836835,1,Published Confirmed,0,0.728113,,1.1,,3782,0.32
EPIC 228836835 b,EPIC 228836835,0,Published Candidate,0,0.72813,,1.27,,3506,0.42
EPIC 246851721 b,EPIC 246851721,1,Published Confirmed,0,6.180235,0.07229,11.781,953.49,6202,1.59
EPIC 246851721 b,EPIC 246851721,0,TESS Project Candidate,0,6.1802675,,13.274,,6513,1.74
EPIC 248847494 b,EPIC 248847494,1,Published Confirmed,0,3650,4.5,12.442,4131.79,4898,2.7
EPIC 249893012 b,EPIC 249893012,1,Published Confirmed,0,3.5951,0.047,1.95,8.75,5430,1.71
EPIC 249893012 c,EPIC 249893012,1,Published Confirmed,0,15.624,0.13,3.67,14.67,5430,1.71
EPIC 249893012 d,EPIC 249893012,1,Published Confirmed,0,35.747,0.22,3.94,10.18,5430,1.71
FU Tau b,FU Tau,1,Published Confirmed,0,,800,,5085.28,2838,
G 264-012 b,G 264-012,1,Published Confirmed,0,2.30538,0.02279,,,3326,0.3
G 264-012 c,G 264-012,1,Published Confirmed,0,8.0518,0.0525,,,3326,0.3
G 9-40 b,G 9-40,1,Published Confirmed,0,5.746007,0.0385,2.025,,3348,0.31
G 9-40 b,G 9-40,0,TESS Project Candidate,0,5.7459945,,2.061,,3413,0.32
G 9-40 b,G 9-40,0,Published Candidate,0,5.745912,,,,3390,0.31
GJ 1061 b,GJ 1061,1,Published Confirmed,0,3.204,0.021,,,2953,0.16
GJ 1061 c,GJ 1061,1,Published Confirmed,0,6.689,0.035,,,2953,0.16
GJ 1061 d,GJ 1061,1,Published Confirmed,0,13.031,0.054,,,2953,0.16
GJ 1132 b,GJ 1132,0,TESS Project Candidate,0,1.6289322,,1.215,,3202,0.23
GJ 1132 b,GJ 1132,0,Published Confirmed,0,1.62893,,1.16,1.62,3270,0.21
GJ 1132 b,GJ 1132,0,Published Confirmed,0,,,,1.58,,
GJ 1132 b,GJ 1132,1,Published Confirmed,0,1.628931,0.0153,1.13,1.66,3270,0.21
GJ 1132 b,GJ 1132,0,Published Confirmed,0,1.6289287,0.01533,1.43,1.63,,0.26
GJ 1132 c,GJ 1132,1,Published Confirmed,0,8.929,0.0476,,,3270,0.21
GJ 1148 b,GJ 1148,0,Published Confirmed,0,41.375,0.1686,,,3357.57,0.37
GJ 1148 b,GJ 1148,1,Published Confirmed,0,41.38,0.166,,,3287,0.36
GJ 1148 b,GJ 1148,0,Published Confirmed,0,41.397,0.163506,,,3287,0.36
GJ 1148 c,GJ 1148,1,Published Confirmed,0,532.58,0.912,,,3287,0.36
GJ 1148 c,GJ 1148,0,Published Confirmed,0,535.9,0.9302,,,3357.57,0.37
GJ 1214 b,GJ 1214,0,Published Confirmed,0,1.58040487,,2.74,6.37,2949,0.21
GJ 1214 b,GJ 1214,1,Published Confirmed,0,1.58040433,0.0149,2.742,8.17,3250,0.21
GJ 1214 b,GJ 1214,0,Published Confirmed,0,1.58040481,,,,3000,
GJ 1214 b,GJ 1214,0,Published Confirmed,0,1.58040482,,2.27,6.43,,0.21
GJ 1214 b,GJ 1214,0,Published Confirmed,0,1.58040454,,,,3026,0.21
GJ 1214 b,GJ 1214,0,Published Confirmed,0,1.58040835,,,,3074,0.21
GJ 1214 b,GJ 1214,0,Published Confirmed,0,,,,,3026,0.2
GJ 1214 b,GJ 1214,0,Published Confirmed,0,1.58040481,,,,3026,0.21
GJ 1214 b,GJ 1214,0,Published Confirmed,0,1.58040456,0.01411,2.847,6.26125,3026,0.22
GJ 1214 b,GJ 1214,0,Published Confirmed,0,1.58040417,,,,3250,0.22
GJ 1214 b,GJ 1214,0,Published Confirmed,0,1.58040482,,2.65,6.45,3170,0.18
GJ 1214 b,GJ 1214,0,Published Confirmed,0,1.5803925,,2.678,6.55,3026,0.21
GJ 1214 b,GJ 1214,0,Published Confirmed,0,1.58040494,,,,3074,0.21
GJ 1214 b,GJ 1214,0,Published Confirmed,0,1.5804049,,2.64,,,0.21
GJ 1214 b,GJ 1214,0,Published Confirmed,0,1.5804043,,2.61,,,0.2
GJ 1214 b,GJ 1214,0,Published Confirmed,0,1.58040465,,,,3074,0.21
GJ 1252 b,GJ 1252,0,TESS Project Candidate,0,0.51823846,,1.14,,3325,0.39
GJ 1252 b,GJ 1252,0,Published Confirmed,0,0.5182349,0.00916,1.193,2.09,3458,0.39
GJ 1252 b,GJ 1252,1,Published Confirmed,0,0.5182416,0.00915,1.18,1.32,3458,0.39
GJ 1252 b,GJ 1252,0,Published Confirmed,0,0.5182418,,,,3458,0.39
GJ 1265 b,GJ 1265,1,Published Confirmed,0,3.6511,0.026,,,3236,0.19
GJ 143 b,GJ 143,1,Published Confirmed,0,35.61253,0.1915,2.61,22.7,4640,0.69
GJ 143 b,GJ 143,0,Published Confirmed,0,35.589,0.1932,,30.63,,0.73
GJ 143 b,GJ 143,0,TESS Project Candidate,0,35.61344463,,2.629,,4628.53,0.71
GJ 15 A c,GJ 15 A,1,Published Confirmed,0,7600,5.4,,,3607,0.38
GJ 160.2 b,GJ 160.2,1,Published Confirmed,0,5.2354,0.053,,,4347,
GJ 163 b,GJ 163,1,Published Confirmed,0,8.63182,0.0607,,,,
GJ 163 c,GJ 163,1,Published Confirmed,0,25.63058,0.1254,,,,
GJ 163 d,GJ 163,1,Published Confirmed,0,603.95116,1.0304,,,,
GJ 179 b,GJ 179,0,Published Confirmed,0,2333,2.523,,,3411.78,0.38
GJ 179 b,GJ 179,1,Published Confirmed,0,2288,2.41,,,3370,0.38
GJ 180 b,GJ 180,1,Published Confirmed,0,17.133,0.092,,,,
GJ 180 b,GJ 180,0,Published Confirmed,0,17.38,0.103,,,3371,
GJ 180 c,GJ 180,1,Published Confirmed,0,24.329,0.129,,,3371,
GJ 180 d,GJ 180,1,Published Confirmed,0,106.3,0.309,,,,
GJ 2030 b,GJ 2030,1,Published Confirmed,0,2.38128933,0.034411,,,,
GJ 2030 c,GJ 2030,1,Published Confirmed,0,25533.11353,16.763449,,4067.84698,,
GJ 2056 b,GJ 2056,1,Published Confirmed,0,69.971,0.283,,,,
GJ 229 A c,GJ 229,0,Published Confirmed,0,121.995,0.339,,,,
GJ 229 A c,GJ 229,1,Published Confirmed,0,121.932676,0.384214,,,,
GJ 229 b,GJ 229,1,Published Confirmed,0,579.4749467,1.086215,,,,
GJ 229 b,GJ 229,0,Published Confirmed,0,526.115,0.898,,,,
GJ 229 b,GJ 229,0,Published Confirmed,0,471,0.97,,,3564,
GJ 251 b,GJ 251,1,Published Confirmed,0,14.238,0.0818,,,3451,0.36
GJ 27.1 b,GJ 27.1,1,Published Confirmed,0,15.819,0.101,,,3542,
GJ 273 b,GJ 273,1,Published Confirmed,0,18.6498,0.091101,,,3382,0.29
GJ 273 c,GJ 273,1,Published Confirmed,0,4.7234,0.036467,,,3382,0.29
GJ 3021 b,GJ 3021,1,Published Confirmed,0,133.71,0.49,,,5540,0.9
GJ 3082 b,GJ 3082,1,Published Confirmed,0,11.949,0.079,,,,
GJ 3090 b,GJ 3090,1,Published Confirmed,0,2.853136,0.03165,2.13,3.34,3556,0.52
