,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,eccentricity,earthFlux,equilTemp,stellarEffTemp,stellarRadius,stellarMass,luminosity,stLogSurfaceGrav,Unnamed: 14,calculatedEqEarthTemp,calculatedEqVenusTemp,calculatedEqMarsTemp,calculatedEqTitanTemp,calculatedSurfaceEarthTemp,calculatedSurfaceVenusTemp,calculatedSurfaceMarsTemp,calculatedSurfaceTitanTemp,similarityToTitan
3362,HATS-42 b,HATS-42,0,0.03689,15.693,597.5204,0.229,,1856.0,6060.0,1.48,1.27,0.425,4.2,,(93.55111547777054+0j),(71.61145318031514+0j),(95.21272440578453+0j),(94.73304806952966+0j),(1208.8394355528815+0j),(2591.319211596622+0j),(1110.3591780361846+0j),(1429.166872027274+0j),7.530840045133491e-05
3363,HD 47366 c,HD 47366,0,1.97,,597.5204,0.1,,,4914.0,6.2,2.19,1.389,3.1,,(17.21268074695233+0j),(13.175952794608664+0j),(17.518403921477027+0j),(17.430147190430517+0j),(222.4170943578115+0j),(476.78266661882293+0j),(204.29748964913918+0j),(262.95563635658954+0j),7.530840045133491e-05
3364,Pr0211 b,Pr0211,0,0.03176,,597.5204,0.011,,,5300.0,0.83,0.94,,4.51,,,,,,,,,,7.530840045133491e-05
3365,Qatar-7 b,Qatar-7,0,0.0352,19.055,597.5204,0.0,,2053.0,6387.0,1.56,1.41,0.563,4.2,,(102.74526872274753+0j),(78.64938823082515+0j),(104.57017968130772+0j),(104.04336101306681+0j),(1327.6435242297891+0j),(2845.9926680957437+0j),(1219.4846800432363+0j),(1569.6246224983036+0j),7.530840045133491e-05
3366,GJ 876 b,GJ 876,0,0.208,,600.67,0.1,,,3271.0,0.35,0.34,-1.893,4.87,,(40.47129056327796+40.47129056327796j),(30.97993983842744+30.97993983842744j),(41.190121732577815+41.190121732577815j),(40.98260822211077+40.98260822211077j),(522.957869510756+522.957869510756j),(1121.0345512090796+1121.0345512090796j),(480.35417530198157+480.35417530198157j),(618.2740574052353+618.2740574052353j),7.491353729249806e-05
3367,WASP-3 b,WASP-3,0,0.03182,15.872,600.6987,0.0058,,,6400.0,1.37,1.26,,,,,,,,,,,,7.49099582303403e-05
3368,HD 145457 b,HD 145457,0,0.61,,600.7,,,,,,1.0,,,,,,,,,,,,7.490979612068127e-05
3369,OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,0,0.89,,601.0,,,,,,0.02,,,,,,,,,,,,7.487240494341574e-05
3370,TrES-3 b,TrES-3,0,0.02276,14.684,603.55917,,,1638.0,5650.0,0.82,0.92,,4.57,,,,,,,,,,7.455494796593243e-05
3371,HD 190647 b,HD 190647,0,2.07,,603.85,0.18,,,5628.0,,1.1,0.297,4.18,,(11.41852494454883+0j),(8.740645798596798+0j),(11.621335171831701+0j),(11.562787540594343+0j),(147.5467521506442+0j),(316.2874424937834+0j),(135.52659321125458+0j),(174.43915548012833+0j),7.451904168520596e-05
3372,HD 222155 b,HD 222155,0,5.1,,603.85,0.16,,,5765.0,1.67,1.13,,4.1,,,,,,,,,,7.451904168520596e-05
3373,2MASS J19383260+4603591 b,2MASS J19383260+4603591,0,0.92,,603.877,,,,,,0.48,,,,,,,,,,,,7.451570998162627e-05
3374,HAT-P-56 b,HAT-P-56,0,0.04232,16.432,603.877,0.29,,,6566.0,1.43,1.3,,,,,,,,,,,,7.451570998162627e-05
3375,HD 117207 b,HD 117207,0,,,603.877,0.15,,,,,1.03,,,,,,,,,,,,7.451570998162627e-05
3376,HD 210702 b,HD 210702,0,1.2,,603.877,0.094,,,4967.0,5.1,1.68,1.149,,,(21.032720447428492+0j),(16.100114551104195+0j),(21.406293289370435+0j),(21.298449590937008+0j),(271.7785008117033+0j),(582.5958599126842+0j),(249.6375812153823+0j),(321.31383082458376+0j),7.451570998162627e-05
3377,K2-77 b,K2-77,0,,2.3,603.877,0.14,58.0,,4970.0,0.76,0.8,-0.5,4.47,,,,,,,,,,7.451570998162627e-05
3378,WASP-135 b,WASP-135,0,0.0243,14.572,603.877,0.0,,,5675.0,0.96,0.98,,4.47,,,,,,,,,,7.451570998162627e-05
3379,WASP-46 b,WASP-46,0,0.02334,13.159,603.877,0.022,,,5600.0,0.86,0.83,,,,,,,,,,,,7.451570998162627e-05
3380,HD 142245 b,HD 142245,0,2.77,,603.9,0.09,,,4878.0,5.2,1.69,1.13,3.3,,(13.785921198922283+0j),(10.552838899272356+0j),(14.030779954780408+0j),(13.960093676601621+0j),(178.13753599380243+0j),(381.86313727935254+0j),(163.6252443675486+0j),(210.60552594436882+0j),7.451287209880864e-05
3381,HD 159243 c,HD 159243,0,0.8,,603.9,0.075,,,6123.0,1.12,1.12,0.114,4.55,,(14.457303051210562+0j),(11.066767887031775+0j),(14.714086561510914+0j),(14.639957823180914+0j),(186.81293077895023+0j),(400.46007953137024+0j),(171.59388266595948+0j),(220.86212947999115+0j),7.451287209880864e-05
3382,HD 68988 b,HD 68988,0,0.071,,604.0,0.14,,,,,1.2,,,,,,,,,,,,7.450053599011852e-05
3383,WASP-106 b,WASP-106,0,0.0917,12.162,606.73747,0.046,,,6000.0,1.39,1.19,,,,,,,,,,,,7.41644179329537e-05
3384,TrES-3 b,TrES-3,0,0.02282,14.975,607.03,0.0,,,5650.0,0.83,0.93,-0.204,,,(70.00689071942138+70.00689071942138j),(53.58883377766385+53.58883377766385j),(71.25031870045417+71.25031870045417j),(70.89136361283828+70.89136361283828j),(904.6080298442463+904.6080298442463j),(1939.1559356498346+1939.1559356498346j),(830.9125256187507+830.9125256187507j),(1069.4851527837177+1069.4851527837177j),7.412867915057575e-05
3385,TrES-3 b,TrES-3,0,,14.796,607.03,0.0,,,,0.82,0.93,,,,,,,,,,,,7.412867915057575e-05
3386,TrES-3 b,TrES-3,0,0.02283,14.628,607.0553,,,1630.0,5650.0,0.82,0.93,,4.58,,,,,,,,,,7.41255898338844e-05
3387,WASP-46 b,WASP-46,0,0.02335,13.159,607.0553,,,1636.0,5600.0,0.86,0.83,,4.49,,,,,,,,,,7.41255898338844e-05
3388,HD 13931 b,HD 13931,0,5.323,,607.37009,0.02,,,5805.45,1.3,1.02,,4.21,,,,,,,,,,7.408717317425317e-05
3389,HD 68988 b,HD 68988,0,0.0702,,608.32357,0.1581,,,5883.41,1.26,1.17,,4.31,,,,,,,,,,7.397105400885895e-05
3390,HD 12661 c,HD 12661,0,2.9,,610.0,0.031,,,5655.0,1.21,1.0,0.133,4.27,,(7.891689266486725+0j),(6.0409256857540745+0j),(8.031857572073871+0j),(7.991393526563802+0j),(101.97404007144493+0j),(218.59585429590277+0j),(93.66654328494178+0j),(120.56019649146815+0j),7.376777086098851e-05
3391,HD 13931 b,HD 13931,0,,,610.2336,0.033,,,,,1.02,,,,,,,,,,,,7.37395332878199e-05
3392,TrES-3 b,TrES-3,0,0.0226,14.516,610.2336,,,,5720.0,0.8,0.9,,4.6,,,,,,,,,,7.37395332878199e-05
3393,ups And c,ups And,0,0.832,,610.2336,0.224,,,6105.51,1.64,1.15,0.525,4.07,,(20.767500427717998+0j),(15.897094085479779+0j),(21.13636256203889+0j),(21.029878759387636+0j),(268.351407320762+0j),(575.2493977260399+0j),(246.48968199921038+0j),(317.2621029105673+0j),7.37395332878199e-05
3394,WASP-106 b,WASP-106,0,0.0917,12.162,611.797,0.0,,1140.0,6055.0,1.39,1.19,,4.23,,,,,,,,,,7.355110453344249e-05
3395,HAT-P-36 b,HAT-P-36,0,0.02402,15.211,611.82275,0.063,1821.0,1820.0,5560.0,1.11,1.05,0.022,4.37,,(55.30001308258271+0j),(42.33102168274179+0j),(56.28222473220376+0j),(55.998678057908855+0j),(714.5701711777103+0j),(1531.7827646479727+0j),(656.3564395590478+0j),(844.8103084252558+0j),7.354800907599657e-05
3396,HD 117207 b,HD 117207,0,3.787,,612.14058,0.157,,,5732.0,1.07,1.05,,4.37,,,,,,,,,,7.350982355891489e-05
3397,HD 4313 b,HD 4313,0,1.157,,612.45841,0.147,,,4943.0,5.14,1.63,,3.24,,,,,,,,,,7.347167767246532e-05
3398,KOI-3680 b,KOI-3680,0,0.534,11.097,613.4119,0.496,,347.0,5830.0,0.96,1.01,,4.47,,,,,,,,,,7.335747718106855e-05
3399,TrES-3 b,TrES-3,0,0.02272,14.706,615.95454,,,1623.0,5650.0,0.81,0.92,-0.228,4.58,,(72.13908272020163+72.13908272020163j),(55.220982863813454+55.220982863813454j),(73.42038164747215+73.42038164747215j),(73.05049390510486+73.05049390510486j),(932.1595749172287+932.1595749172287j),(1998.2165899906956+1998.2165899906956j),(856.2195350040558+856.2195350040558j),(1102.0583418553197+1102.0583418553197j),7.305467099893992e-05
3400,HD 5319 b,HD 5319,0,1.75,,616.56,0.12,,,5052.0,3.26,1.56,0.663,3.57,,(15.179778103562569+0j),(11.619807667703821+0j),(15.449393860609788+0j),(15.371560685572884+0j),(196.14853656008881+0j),(420.4722779268441+0j),(180.16894669576084+0j),(231.89927644947875+0j),7.298293415736179e-05
3401,HIP 114933 b,HIP 114933,0,2.84,,616.58711,0.21,,,4823.0,5.27,1.39,1.14,2.99,,(13.64498643276334+0j),(10.444956236871946+0j),(13.88734197458151+0j),(13.817378328858112+0j),(176.31641924598725+0j),(377.9593145909279+0j),(161.95248813893733+0j),(208.4524858883244+0j),7.297972537290143e-05
3402,HAT-P-15 b,HAT-P-15,0,,11.882,616.5902,0.19,,,5568.0,1.07,1.0,,4.38,,,,,,,,,,7.297935965322466e-05
3403,HD 190647 b,HD 190647,0,2.07,,616.5902,0.18,,,5640.0,1.45,1.14,,4.17,,,,,,,,,,7.297935965322466e-05
3404,KELT-3 b,KELT-3,0,,17.486,616.5902,0.0,,,6304.0,1.7,1.96,,4.2,,,,,,,,,,7.297935965322466e-05
3405,TIC 237913194 b,TIC 237913194,0,0.1207,12.52,617.22586,0.575,,974.0,5788.0,1.09,1.03,0.078,4.38,,(33.851356848648535+0j),(25.912516848964305+0j),(34.45260800934119+0j),(34.27903771306531+0j),(437.4170729727216+0j),(937.6656910238514+0j),(401.7821120989878+0j),(517.1422866973496+0j),7.290420342320747e-05
3406,WASP-3 b,WASP-3,0,,,617.86152,0.0066,,,,,1.2,,,,,,,,,,,,7.282920182993813e-05
3407,HAT-P-15 b,HAT-P-15,0,0.0964,12.016,618.471,0.19,,904.0,5568.0,1.08,1.01,0.0,4.38,,0j,0j,0j,0j,0j,0j,0j,0j,7.275743399093315e-05
3408,HAT-P-15 b,HAT-P-15,0,0.0965,12.016,619.45067,0.2,,,5568.0,1.08,1.01,,,,,,,,,,,,7.264237125892414e-05
3409,HD 20782 b,HD 20782,0,1.37,,619.7685,0.97,,,5790.0,1.11,1.07,,4.38,,,,,,,,,,7.260512011320053e-05
3410,HD 82943 c,HD 82943,0,0.74345,,622.603,0.3663,,,5935.0,1.18,1.08,0.194,4.33,,(17.128945003454746+0j),(13.111854806633085+0j),(17.433180904863793+0j),(17.34535352256902+0j),(221.3350862129778+0j),(474.4632283126685+0j),(203.30362922484184+0j),(261.6764175038784+0j),7.227458560576938e-05
3411,HIP 90988 b,HIP 90988,0,1.26,,622.94368,0.08,,,4883.0,3.94,1.3,0.89,3.32,,(19.256098308241786+0j),(14.74014687471971+0j),(19.598115661047082+0j),(19.49938145953715+0j),(248.82152276866182+0j),(533.3843132891024+0j),(228.5508342741661+0j),(294.1726311449369+0j),7.223506097886467e-05
3412,KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,0,2.04,,622.94368,,,,,,0.65,,,,,,,,,,,,7.223506097886467e-05
3413,HD 12648 b,HD 12648,0,0.54,,622.9468,0.04,,,4835.0,11.02,0.67,,2.18,,,,,,,,,,7.223469920603076e-05
3414,HD 33844 b,HD 33844,0,1.6,,622.9468,0.15,,,4861.0,5.29,1.78,1.149,3.24,,(18.21487021816948+0j),(13.943108205095726+0j),(18.53839378945515+0j),(18.444998406973735+0j),(235.36708590538473+0j),(504.5428148240246+0j),(216.19248707182206+0j),(278.26594008138494+0j),7.223469920603076e-05
3415,HD 98219 b,HD 98219,0,1.26,,624.21812,0.079,,,4925.0,4.6,1.41,,3.36,,,,,,,,,,7.208758699506213e-05
3416,ups And c,ups And,0,0.8265,,624.53282,0.266,,,6156.77,1.62,1.29,,4.13,,,,,,,,,,7.20512636095405e-05
3417,HD 70642 b,HD 70642,0,3.23,,626.0,0.034,,,5706.0,,1.05,,4.43,,,,,,,,,,7.188240039301963e-05
3418,HAT-P-23 b,HAT-P-23,0,0.0232,15.334,626.1251,0.052,,,5905.0,1.2,1.13,,,,,,,,,,,,7.186803878200809e-05
3419,HD 160691 b,HD 160691,0,1.65,,626.1251,0.62,,,,,1.08,,,,,,,,,,,,7.186803878200809e-05
3420,HD 210702 b,HD 210702,0,1.2,,626.1251,0.106,,,,,1.85,,,,,,,,,,,,7.186803878200809e-05
3421,HD 68988 b,HD 68988,0,0.07,,626.1251,0.12,,,5932.0,1.19,1.28,,4.4,,,,,,,,,,7.186803878200809e-05
3422,HATS-18 b,HATS-18,0,0.0174,14.897,629.14449,,,2069.0,5600.0,1.02,1.04,,,,,,,,,,,,7.152314205183252e-05
3423,HD 171028 b,HD 171028,0,1.32,,629.28,0.59,,,,,,,,,,,,,,,,,7.150774071307264e-05
3424,ups And c,ups And,0,0.83,,629.28,0.254,,,,,,,,,,,,,,,,,7.150774071307264e-05
3425,HATS-18 b,HATS-18,0,0.01761,14.986,629.3034,0.166,2990.0,2060.0,5600.0,1.02,1.04,-0.032,4.44,,(50.153227248676984+50.153227248676984j),(38.39126307172419+38.39126307172419j),(51.04402421822161+51.04402421822161j),(50.78686730271993+50.78686730271993j),(648.0649494003331+648.0649494003331j),(1389.2193655772012+1389.2193655772012j),(595.2691841171629+595.2691841171629j),(766.1836050057209+766.1836050057209j),7.150508186626325e-05
3426,HIP 107773 b,HIP 107773,0,0.72,,629.3034,0.09,,,4945.0,11.6,2.42,1.87,2.6,,(30.66904260244343+0j),(23.47652080035153+0j),(31.213771061763307+0j),(31.056517843382593+0j),(396.29616343050924+0j),(849.5171745533194+0j),(364.0111906874867+0j),(468.52653183617434+0j),7.150508186626325e-05
3427,WASP-3 b,WASP-3,0,0.0315,15.693,629.3034,0.003,,,6400.0,1.36,1.23,,4.26,,,,,,,,,,7.150508186626325e-05
3428,ups And c,ups And,0,0.827774,,629.595,0.2596,,,,1.56,1.3,,,,,,,,,,,,7.147196512180543e-05
3429,HD 190647 b,HD 190647,0,2.231,,630.89255,0.224,,,5656.0,1.38,1.07,,4.16,,,,,,,,,,7.132497473327781e-05
3430,24 Sex b,24 Sex,0,1.333,,632.46,0.09,,,5098.0,4.9,1.54,1.164,3.5,,(20.02069897418036+0j),(15.325432945450833+0j),(20.37629678817418+0j),(20.273642154029506+0j),(258.70146308488575+0j),(554.5633701579325+0j),(237.62588765671194+0j),(305.8533250255894+0j),7.11482135870023e-05
3431,HD 187123 c,HD 187123,0,4.89,,632.46,0.252,,,5790.0,1.15,1.04,0.127,4.33,,(6.007621544014547+0j),(4.598710627095377+0j),(6.114325964829665+0j),(6.0835223354221295+0j),(77.62868245015761+0j),(166.40811863655242+0j),(71.30452358047539+0j),(91.7775661629935+0j),7.11482135870023e-05
3432,HD 20868 b,HD 20868,0,0.947,,632.46,0.75,,,4795.0,0.79,0.78,-0.529,4.22,,(13.790499474235979+13.790499474235979j),(10.556343474782748+10.556343474782748j),(14.035439547169775+14.035439547169775j),(13.964729794227296+13.964729794227296j),(178.19669509327173+178.19669509327173j),(381.9899532207315+381.9899532207315j),(163.6795839656194+163.6795839656194j),(210.67546759472694+210.67546759472694j),7.11482135870023e-05
3433,WASP-189 b,WASP-189,0,0.05053,18.147,632.47853,0.0,,3353.0,8000.0,2.36,2.03,,3.9,,,,,,,,,,7.114612920089414e-05
3434,HD 70642 b,HD 70642,0,3.318,,633.43519,0.175,,,5732.0,0.98,1.08,,4.46,,,,,,,,,,7.103868294666693e-05
3435,HD 202696 b,HD 202696,0,1.566,,634.38868,0.011,,,5040.0,6.43,1.91,1.369,3.11,,(19.235835238992138+0j),(14.724635912317497+0j),(19.577492689121744+0j),(19.478862384981387+0j),(248.55968946962295+0j),(532.82303638327+0j),(228.3103316911491+0j),(293.86307516423807+0j),7.093191516593933e-05
3436,HD 164604 b,HD 164604,0,1.331,,635.0,0.35,,,4684.0,,0.77,,,,,,,,,,,,7.086363081632019e-05
3437,WASP-43 b,WASP-43,0,0.01504,11.276,635.02434,0.0,,1427.0,4500.0,0.65,0.69,,4.5,,,,,,,,,,7.08609147634931e-05
3438,HD 89307 b,HD 89307,0,3.34,,635.6,0.25,,,,,1.03,,,,,,,,,,,,7.079673863030767e-05
3439,Kepler-76 b,Kepler-76,0,,14.01,635.63,0.0,,,6409.0,1.32,1.2,,4.2,,,,,,,,,,7.079339733595535e-05
3440,HD 136418 b,HD 136418,0,1.32,,635.633,0.255,,,5071.0,3.4,1.33,0.833,3.6,,(18.504627627681906+0j),(14.16491153751969+0j),(18.833297727644922+0j),(18.73841663575333+0j),(239.11124418263685+0j),(512.5689504626791+0j),(219.63162082680722+0j),(282.692522153493+0j),7.079306322377299e-05
3441,HD 128311 b,HD 128311,0,1.088,,635.65681,0.283,,,4931.94,0.78,0.84,,4.57,,,,,,,,,,7.079041159929744e-05
3442,KIC 10068024 b,KIC 10068024,0,,,635.65681,,,,6118.4,1.57,1.22,,4.09,,,,,,,,,,7.079041159929744e-05
3443,OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,0,,,635.65681,,,,,,0.29,,,,,,,,,,,,7.079041159929744e-05
3444,OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,0,,,635.65681,,,,,,0.29,,,,,,,,,,,,7.079041159929744e-05
3445,51 Eri b,51 Eri,0,13.2,,635.66,,,700.0,,,1.75,0.85,,,(5.881306747406043+0j),(4.502019250438727+0j),(5.98576762689391+0j),(5.9556116671431445+0j),(75.99648056080139+0j),(162.90926180850838+0j),(69.8052919249282+0j),(89.84787326903083+0j),7.079005635690638e-05
3446,GJ 317 c,GJ 317,0,25.0,,635.66,0.81,,,3510.0,,0.42,,,,,,,,,,,,7.079005635690638e-05
3447,HD 155233 b,HD 155233,0,2.07,,635.66,0.03,,,4845.0,5.03,1.5,1.1,3.21,,(15.84050649637383+0j),(12.125581651531428+0j),(16.12185778635276+0j),(16.040636775980012+0j),(204.6862705394289+0j),(438.77412466800905+0j),(188.01113897107808+0j),(241.99312862420842+0j),7.079005635690638e-05
3448,Kepler-76 b,Kepler-76,0,0.0278,14.011,635.66,0.078,,,6409.0,1.32,1.2,,,,,,,,,,,,7.079005635690638e-05
3449,PDS 70 c,PDS 70,0,34.0,22.866,635.66,0.11,,995.0,3972.0,,,,,,,,,,,,,,7.079005635690638e-05
3450,kap CrB b,kap CrB,0,2.8,,635.66,0.044,,,4788.0,5.06,1.47,1.084,,,(13.570141314112933+0j),(10.387663839206391+0j),(13.811167493723795+0j),(13.741587610739275+0j),(175.34929308697593+0j),(375.886142156131+0j),(161.0641506348866+0j),(207.30908782661422+0j),7.079005635690638e-05
3451,Kepler-47 b,Kepler-47,0,0.2962,3.03,636.0,0.035,,,5636.0,0.96,1.05,-0.076,4.49,,(15.18105446973091+15.18105446973091j),(11.620784699732123+11.620784699732123j),(15.450692896966613+15.450692896966613j),(15.3728531774578+15.3728531774578j),(196.1650293806246+196.1650293806246j),(420.50763263273046+420.50763263273046j),(180.18409589929854+180.18409589929854j),(231.91877531098407+231.91877531098407j),7.075221395480558e-05
3452,K2-114 b,K2-114,0,0.0943,10.447,638.8351,0.081,40.0,701.0,4920.0,0.82,0.86,-0.445,4.54,,(41.8528680200009+41.8528680200009j),(32.03750894224644+32.03750894224644j),(42.59623808897191+42.59623808897191j),(42.38164064359603+42.38164064359603j),(540.8101987366367+540.8101987366367j),(1159.3035572773786+1159.3035572773786j),(496.75213273312227+496.75213273312227j),(639.3802165590221+639.3802165590221j),7.043823224461843e-05
3453,6 Lyn b,6 Lyn,0,2.11,,638.8383,0.073,,,4938.0,5.2,1.44,,3.19,,,,,,,,,,7.043787942551116e-05
3454,HD 33844 b,HD 33844,0,1.6,,638.8383,0.15,,,4861.0,5.39,1.84,,3.24,,,,,,,,,,7.043787942551116e-05
3455,Kepler-76 b,Kepler-76,0,0.0274,15.244,638.8383,,,2140.0,6409.0,1.32,1.2,,4.2,,,,,,,,,,7.043787942551116e-05
3456,WASP-100 b,WASP-100,0,0.04574,18.943,638.8383,0.044,,,6900.0,2.0,1.57,,,,,,,,,,,,7.043787942551116e-05
3457,WASP-12 b,WASP-12,0,0.0235,20.849,638.8383,0.0447,,2483.0,6300.0,,,,4.38,,,,,,,,,,7.043787942551116e-05
3458,kap CrB b,kap CrB,0,2.8,,638.8383,0.123,,,,,1.84,,,,,,,,,,,,7.043787942551116e-05
3459,HD 82943 c,HD 82943,0,0.747,,639.0,0.359,,,5935.0,1.18,1.08,0.194,4.33,,(17.08819522315866+0j),(13.080661688636809+0j),(17.39170734700066+0j),(17.3040889061516+0j),(220.80852978272628+0j),(473.3344797348422+0j),(202.81996965195873+0j),(261.0538889990697+0j),7.042005563195897e-05
3460,HD 70642 b,HD 70642,0,3.3,,640.0,0.1,,,5670.0,,1.0,,,,,,,,,,,,7.031002816315635e-05
3461,KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,0,1.8,,640.0,,,,,,0.37,,,,,,,,,,,,7.031002816315635e-05
3462,Kepler-30 c,Kepler-30,0,0.3,12.3,640.0,0.0111,,,5498.0,0.95,0.99,,4.77,,,,,,,,,,7.031002816315635e-05
3463,xi Aql b,xi Aql,0,0.58,,642.0,,,,,,1.4,,,,,,,,,,,,7.00910014836964e-05
3464,WASP-100 b,WASP-100,0,0.0457,18.94,645.17,0.0,,2190.0,6900.0,,1.57,,4.04,,,,,,,,,,6.974662600711667e-05
3465,HD 65216 c,HD 65216,0,5.75,,645.1949,0.17,,,5612.0,,0.87,,4.44,,,,,,,,,,6.97439343700923e-05
3466,HD 8574 b,HD 8574,0,0.76,,645.1949,0.3,,,6064.0,1.38,1.34,,4.28,,,,,,,,,,6.97439343700923e-05
3467,WASP-100 b,WASP-100,0,,18.943,645.1949,0.0,,,,2.0,1.57,,,,,,,,,,,,6.97439343700923e-05
3468,WASP-3 b,WASP-3,0,0.03185,15.872,645.1949,,,2020.0,6400.0,1.37,1.26,,4.27,,,,,,,,,,6.97439343700923e-05
3469,HD 173416 b,HD 173416,0,1.0,,645.2,,,,,,1.3,,,,,,,,,,,,6.974338309662098e-05
3470,HD 206610 b,HD 206610,0,1.74,,647.10188,0.1,,,4842.0,6.12,1.55,,3.22,,,,,,,,,,6.953840929324606e-05
3471,HD 145934 b,HD 145934,0,4.73,,648.36995,0.057,,,4823.75,6.93,1.81,,3.01,,,,,,,,,,6.940241207320508e-05
3472,Kepler-5 b,Kepler-5,0,0.04967,13.563,648.3732,,,1692.0,6297.0,1.54,1.3,,4.17,,,,,,,,,,6.940206420258388e-05
3473,HAT-P-15 b,HAT-P-15,0,,,649.32669,0.208,,,,,1.01,,,,,,,,,,,,6.93001557452444e-05
3474,WASP-43 b,WASP-43,0,0.01528,11.613,651.5515,0.0062,,,4400.0,0.67,0.72,,,,,,,,,,,,6.906352923852221e-05
3475,WASP-61 b,WASP-61,0,0.05146,13.899,651.5515,0.074,,,6250.0,1.36,1.22,,,,,,,,,,,,6.906352923852221e-05
3476,WASP-61 b,WASP-61,0,0.0514,13.899,654.702,0.26,,,6320.0,1.36,1.22,,,,,,,,,,,,6.873119915329351e-05
3477,HD 117207 b,HD 117207,0,3.78,,654.7298,0.16,,,5723.0,,1.04,,4.51,,,,,,,,,,6.87282809087586e-05
3478,WASP-3 b,WASP-3,0,0.03187,16.298,654.7298,,,2028.0,6400.0,1.38,1.26,,4.26,,,,,,,,,,6.87282809087586e-05
3479,WASP-61 b,WASP-61,0,0.0521,13.563,654.7298,0.0,,1624.0,6250.0,1.39,1.27,,4.26,,,,,,,,,,6.87282809087586e-05
3480,Kepler-48 e,Kepler-48,0,,,657.0,,,,5194.0,0.89,0.88,,4.49,,,,,,,,,,6.849080510951122e-05
3481,HD 4203 b,HD 4203,0,1.164,,657.9,0.519,,,5702.0,,1.13,,4.36,,,,,,,,,,6.839711364192702e-05
3482,Kepler-40 b,Kepler-40,0,0.0804,16.141,657.9081,0.15,,,6510.0,2.48,1.46,,,,,,,,,,,,6.839627158250483e-05
3483,HAT-P-23 b,HAT-P-23,0,0.02302,13.72,658.0,0.0,,1951.0,5885.0,1.09,1.1,,4.41,,,,,,,,,,6.838671929920714e-05
3484,HD 89307 b,HD 89307,0,3.3632,,659.152,0.25,,,5906.0,1.01,1.05,0.113,,,(7.035570659147213+0j),(5.385584514746253+0j),(7.160533006856367+0j),(7.124458645369528+0j),(90.91153238484736+0j),(194.88179612273893+0j),(83.50526248895957+0j),(107.48139624534505+0j),6.82672039044041e-05
3485,HAT-P-23 b,HAT-P-23,0,0.0232,15.334,664.237,0.106,,2056.0,5905.0,1.2,1.13,0.199,4.33,,(97.58326435410066+0j),(74.69798014473157+0j),(99.31649032845104+0j),(98.81613945090015+0j),(1260.9416531142133+0j),(2703.007723207526+0j),(1158.2167956517146+0j),(1490.7654277227673+0j),6.774460884650946e-05
3486,KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,0,2.14,,664.26137,,,,,,0.46,,,,,,,,,,,,6.774212355942222e-05
3487,HAT-P-23 b,HAT-P-23,0,,15.356,664.2647,0.106,,,5905.0,,,,,,,,,,,,,,6.774178397550568e-05
3488,WASP-33 b,WASP-33,0,0.0239,17.856,665.21819,,,2782.0,7430.0,1.44,1.5,,,,,,,,,,,,6.764468962361381e-05
3489,HD 192699 b,HD 192699,0,1.063,,666.17168,0.082,,,5041.0,4.41,1.38,,3.25,,,,,,,,,,6.754787320428779e-05
3490,HD 116029 b,HD 116029,0,1.78,,667.4,0.054,,,4951.0,4.6,1.58,1.053,3.4,,(16.896749167607602+0j),(12.934113673964465+0j),(17.196860920716322+0j),(17.110224105174964+0j),(218.33472131396294+0j),(468.0315195381599+0j),(200.54769439586676+0j),(258.12919527439817+0j),6.742355854061355e-05
3491,HD 217107 c,HD 217107,0,4.3,,667.4,0.55,,,,,1.05,,,,,,,,,,,,6.742355854061355e-05
3492,HD 10442 b,HD 10442,0,2.335,,667.41,0.11,,,5034.0,,1.56,,3.5,,,,,,,,,,6.742254834768424e-05
3493,HD 159868 b,HD 159868,0,2.25,,667.41,0.01,,,5558.0,,1.09,,3.99,,,,,,,,,,6.742254834768424e-05
3494,HIP 79431 b,HIP 79431,0,0.36,,667.415,0.29,,,3191.0,,0.49,,,,,,,,,,,,6.742204326259937e-05
3495,KIC 8121913 b,KIC 8121913,0,,,667.43965,,,,5975.3,2.23,1.46,,3.9,,,,,,,,,,6.741955330358262e-05
3496,HD 216437 b,HD 216437,0,2.4,,667.443,0.33,,,,,1.15,,,,,,,,,,,,6.741921492581238e-05
