,Unnamed: 0,Name,starName,defaultPlanetEntry,numStars,numPlanets,solution,controversial,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,bestEarthMass,bestMassProvenance,eccentricity,equilTemp,stellarEffTemp,stellarRadius,stellarMetallicity,stellarMetallicityRatio,luminosity,stellarAge,distance,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Arrakis
2537,2537,HD 219134 c,HD 219134,1,1,6,Published Confirmed,0,6.76458,9795000.0,1.511,4.36,4.36,Mass,0.062,782.0,4699.0,543146.76,0.11,[Fe/H],-0.577,11.0,6.53127,1.2623417240415082,1.696551551658474,240.40564961204234,198.4399976062233,232.7211773503212,217.6183815142301,0.733,0.657
2610,2610,HD 23472 b,HD 23472,1,1,5,Published Confirmed,0,17.667087,17430000.0,2.0,8.32,8.32,Mass,0.072,543.0,4684.0,494402.81999999995,-0.2,[Fe/H],-0.625,,39.0341,1.0387646939384354,2.0370548056189213,175.3065714463363,144.70473416205277,169.7029656752125,158.68983282433413,0.571,0.508
2614,2614,HD 23472 c,HD 23472,1,1,5,Published Confirmed,0,29.79749,24690000.0,1.87,3.41,3.41,Mass,0.063,467.0,4684.0,494402.81999999995,-0.2,[Fe/H],-0.625,,39.0341,0.5208508776178407,1.3486909225858879,147.29443698207677,121.58244936964738,142.58622809796285,133.33287730058262,0.501,0.464
2617,2617,HD 23472 d,HD 23472,1,1,5,Published Confirmed,0,3.97664,6447000.0,0.75,0.55,0.55,Mass,0.07,909.0,4684.0,494402.81999999995,-0.2,[Fe/H],-0.625,,39.0341,1.302155171888637,0.8552769371938062,288.24916278942874,237.9318591981411,279.0353914013841,260.92696398897414,0.882,0.826
2619,2619,HD 23472 e,HD 23472,1,1,5,Published Confirmed,0,7.90754,10200000.0,0.818,0.72,0.72,Mass,0.07,723.0,4684.0,494402.81999999995,-0.2,[Fe/H],-0.625,,39.0341,1.3138821918141235,0.9370130611769806,229.16421616199753,189.1608894383524,221.83907190969822,207.44248690756632,0.806,0.746
2621,2621,HD 23472 f,HD 23472,1,1,5,Published Confirmed,0,12.1621839,13590000.0,1.137,0.77,0.77,Mass,0.07,630.0,4684.0,494402.81999999995,-0.2,[Fe/H],-0.625,,39.0341,0.5232306447856956,0.8219041598010852,198.53503707945973,163.87839614575333,192.18894251854195,179.71654789653277,0.681,0.654
2647,2647,HD 260655 b,HD 260655,1,1,2,Published Confirmed,0,2.76953,4399500.0,1.24,2.14,2.14,Mass,0.039,709.0,3803.0,306390.48,-0.43,[Fe/H],-1.44,5.0,10.0055,1.1210695555177492,1.312055156325254,218.27059316022883,180.16887728771204,211.2936592928428,197.58143493022402,0.776,0.696
2650,2650,HD 260655 c,HD 260655,1,1,2,Published Confirmed,0,5.70588,7123500.0,1.533,3.09,3.09,Mass,0.038,557.0,3803.0,306390.48,-0.43,[Fe/H],-1.44,5.0,10.0055,0.8566745315237672,1.4179607534396697,171.53398432666194,141.59069678312443,166.05096782256598,155.27483694370554,0.631,0.583
2657,2657,HD 2685 b,HD 2685,1,1,1,Published Confirmed,0,4.12688,8520000.0,16.141,371.8611,371.8611,Mass,0.091,2061.0,6801.0,1086293.52,0.02,[Fe/H],0.668,1.31,196.852,0.08832289140153718,4.793814275068859,527.8093657197968,435.6739928491771,510.9381464414823,477.78003595736186,0.132,0.143
2761,2761,HD 332231 b,HD 332231,1,1,1,Published Confirmed,0,18.71204,21540000.0,9.718,77.55052,77.55052,Mass,0.032,876.0,6089.0,891317.76,0.036,[Fe/H],0.305,4.3,80.6665,0.08439911077504862,2.8213694405593386,269.3543788530825,222.33538346993166,260.7445718198041,243.82315504802668,0.239,0.226
2955,2955,HD 5278 b,HD 5278,1,1,2,Published Confirmed,0,14.339156,18030000.0,2.45,7.8,7.8,Mass,0.08,943.0,6203.0,828646.98,-0.12,[Fe/H],0.28,3.0,57.5846,0.5297612528479299,1.7820517328038312,290.201081310859,239.54304723529935,280.9249176131525,262.6938665146294,0.658,0.625
3191,3191,HD 86226 c,HD 86226,1,1,2,Published Confirmed,0,3.98442,7350000.0,2.16,7.25,7.25,Mass,0.075,1311.0,5863.0,731159.1,0.018,[Fe/H],0.072,4.6,45.683,0.7185559567779923,1.829777049207452,403.2303568344929,332.84172470206846,390.34125669404693,365.009465348822,0.6,0.643
3241,3241,HD 93963 A b,HD 93963 A,1,2,2,Published Confirmed,0,1.0391353,3127500.0,1.35,7.8,7.8,Mass,,2042.0,5987.0,724195.68,0.1,[Fe/H],0.098,1.4,82.3432,3.1664828347460308,2.400692111169639,627.477605378023,517.9439614256734,607.4205299259281,568.0010479751639,0.391,0.404
3243,3243,HD 93963 A c,HD 93963 A,1,2,2,Published Confirmed,0,3.6451398,7219500.0,3.228,19.2,19.2,Mass,,1344.0,5987.0,724195.68,0.1,[Fe/H],0.098,1.4,82.3432,0.5701439122060995,2.4357903163843897,412.9936073184348,340.9006842389551,399.7924287070828,373.8472891356679,0.481,0.515
3375,3375,HIP 65 A b,HIP 65 A,1,2,1,Published Confirmed,0,0.9809734,2673000.0,22.754,1021.18779,1021.18779,Mass,0.0,1411.0,4590.0,501366.24,0.18,[Fe/H],-0.678,4.1,61.7856,0.0865797232139776,6.690829731870099,434.20758959772127,358.41151478521533,420.3283143665566,393.05046716638356,0.121,0.13
3538,3538,K2-114 b,K2-114,1,1,1,Published Confirmed,0,11.3909311,14145000.0,10.447,638.8351,638.8351,Mass,0.081,701.0,4920.0,571000.44,0.41,[Fe/H],-0.445,7.2,475.758,0.5596259268431489,7.810064775126866,215.84670025196687,178.16810358006637,208.94724517032893,195.38729493180458,0.262,0.242
3664,3664,K2-136 c,K2-136,1,2,3,Published Confirmed,0,17.30713,17775000.0,3.0,18.1,18.1,Mass,0.047,470.0,4500.0,473512.56000000006,-0.02,[M/H],-0.777,0.65,59.2474,0.6695741082722821,2.4532098982993578,159.0530805540817,131.28848251007742,153.9690112419356,143.97695736721948,0.437,0.403
3670,3670,K2-136 d,K2-136,1,2,3,Published Confirmed,0,25.575,23070000.0,1.565,3.0,3.0,Mass,0.071,420.0,4500.0,473512.56000000006,-0.02,[M/H],-0.777,0.65,59.2474,0.7817395238847581,1.3828004260193905,139.6121105313318,115.24116394246957,135.14946419789626,126.3787335390987,0.543,0.5
3871,3871,K2-182 b,K2-182,1,1,1,Published Confirmed,0,4.7369683,7890000.0,2.69,20.0,20.0,Mass,0.04,969.0,5170.0,550110.18,0.12,[Fe/H],-0.408,2.07,154.83,1.026259041970979,2.7232963631856077,295.22857349232794,243.69293114221242,285.7917079796813,267.2448190957035,0.652,0.602
4023,4023,K2-199 b,K2-199,1,1,2,Published Confirmed,0,3.2253993,5730000.0,1.73,6.9,6.9,Mass,0.02,913.0,4491.0,473512.56000000006,-0.01,[Fe/H],-0.733,5.04,107.518,1.3310507738061454,1.9946079332840123,287.32246170179394,237.16692475542442,278.1383119504053,260.0881018775221,0.748,0.673
4031,4031,K2-199 c,K2-199,1,1,2,Published Confirmed,0,7.3744897,9930000.0,2.85,12.4,12.4,Mass,0.03,694.0,4491.0,473512.56000000006,-0.01,[Fe/H],-0.733,5.04,107.518,0.5350211444624547,2.0832647279981895,218.25905245353854,180.15935114799075,211.28248748031362,197.5709881295123,0.532,0.496
4086,4086,K2-216 b,K2-216,1,1,1,Published Confirmed,0,2.1748,4200000.0,1.75,8.0,8.0,Mass,0.0,1103.0,4503.0,501366.24,0.0,[Fe/H],-0.721,,115.461,1.4909383362202258,2.1354136643018298,337.9264955251573,278.937425436164,327.1248076881438,305.89554424213804,0.662,0.675
4159,4159,K2-237 b,K2-237,1,1,1,Published Confirmed,0,2.18053539,5337000.0,16.197,433.20012,433.20012,Mass,0.042,1828.0,6360.0,877390.92,0.137,[Fe/H],0.371,1.02,314.995,0.10182833966970257,5.165151224921063,562.0802016807314,463.9624487029637,544.1135285777968,508.80245105864446,0.129,0.141
4248,4248,K2-266 d,K2-266,1,2,4,Published Confirmed,0,14.697,15525000.0,2.93,8.9,8.9,Mass,0.047,538.0,4285.0,487439.39999999997,-0.12,[Fe/H],-0.823,,77.5586,0.3534036140533322,1.7406731942792102,165.74143140566972,136.8093025453825,160.44357158286533,150.0313412374436,0.423,0.393
4249,4249,K2-266 e,K2-266,1,2,4,Published Confirmed,0,19.482,18735000.0,2.73,14.3,14.3,Mass,0.043,490.0,4285.0,487439.39999999997,-0.12,[Fe/H],-0.823,,77.5586,0.7019916352669606,2.285823764134712,150.8759580903041,124.53877357122165,146.05326728924953,136.57491769434733,0.444,0.409
4401,4401,K2-291 b,K2-291,1,1,1,Published Confirmed,0,2.225177,4891500.0,1.589,6.49,6.49,Mass,0.0,,5520.0,626707.8,0.08,[Fe/H],-0.166,3.72,90.0562,1.6156855693993566,2.018442806777786,430.99860128181416,355.7626933671054,417.2219001030544,390.1456483955571,0.586,0.602
4451,4451,K2-30 b,K2-30,1,1,1,Published Confirmed,0,4.098503,7258500.0,11.646,184.02357,184.02357,Mass,0.0,1092.0,5425.0,584927.28,-0.15,[Fe/H],-0.256,3.9,333.042,0.11636622217582597,3.970126831699118,335.94907457732705,277.30518672302577,325.21059422502907,304.10555658197455,0.219,0.234
4511,4511,K2-329 b,K2-329,1,1,1,Published Confirmed,0,12.4551225,15240000.0,8.676,82.6358,82.6358,Mass,0.0697,650.0,5282.0,571000.44,0.098,[Fe/H],-0.325,1.8,233.237,0.1263843929364626,3.0823389516278654,222.82012122824133,183.92423137520026,215.6977634812627,201.69972805857674,0.247,0.232
4842,4842,K2-415 b,K2-415,1,1,1,Published Confirmed,0,4.0179694,4050000.0,1.015,7.5,7.5,Mass,,412.0,3173.0,139268.4,-0.13,[Fe/H],-2.455,,21.8182,7.163858144073466,2.714898882930472,126.82923650674374,104.68969189955614,122.77518972587923,114.80750648673826,0.31,0.27
5133,5133,KELT-1 b,KELT-1,1,1,1,Published Confirmed,0,1.217514,3699000.0,12.442,8654.15,8654.15,Mass,0.0099,,6518.0,1016659.32,,,0.542,,268.43,4.487843133157899,26.34044810727334,744.997343279286,614.9492379050097,721.1837955164765,674.3814728916353,0.088,0.09
5137,5137,KELT-10 b,KELT-10,1,1,1,Published Confirmed,0,4.1662739,7875000.0,15.681,215.80657,215.80657,Mass,,1377.0,5948.0,842573.82,0.09,[Fe/H],0.217,4.5,188.404,0.055901986193848674,3.7051133764866564,423.4689854680367,349.5474611274595,409.93296550436395,383.3297403274127,0.142,0.153
5149,5149,KELT-12 b,KELT-12,1,1,1,Published Confirmed,0,5.031623,10062000.0,19.952,301.9385,301.9385,Mass,0.0,1800.0,6279.0,1650330.54,0.19,[Fe/H],0.892,2.2,368.03,0.03797021232509429,3.885277801611503,552.5285621930432,456.078160957933,534.8672034985492,500.1561803513108,0.097,0.106
5163,5163,KELT-16 b,KELT-16,1,2,1,Published Confirmed,0,0.9689951,3066000.0,15.861,874.0325,874.0325,Mass,0.0,2453.0,6236.0,947025.1200000001,-0.002,[Fe/H],0.401,3.1,444.586,0.2187861002333567,7.414033713625954,754.5027281030442,622.7953452852513,730.3853444439775,682.9858732638991,0.12,0.13
5164,5164,KELT-17 b,KELT-17,1,1,1,Published Confirmed,0,3.0801716,7321500.0,17.094,416.3573,416.3573,Mass,,2087.0,7454.0,1148964.3,-0.018,[Fe/H],0.876,0.65,226.5,0.08325664873260046,4.929096154112495,641.7957787752307,529.7627281611997,621.2810285285254,580.9620483758148,0.111,0.121
5168,5168,KELT-18 b,KELT-18,1,2,1,Published Confirmed,0,2.8717518,6825000.0,17.598,375.0394,375.0394,Mass,0.0,2085.0,6670.0,1330013.22,0.09,[Fe/H],0.813,1.9,321.376,0.06873386981548923,4.610657256519119,641.0553984627434,529.1515899967065,620.5643141822233,580.2918463004124,0.106,0.115
5174,5174,KELT-19 A b,KELT-19 A,1,2,1,Published Confirmed,0,4.6117093,9555000.000000002,21.409,1293.5681,1293.5681,Mass,,1935.0,7500.0,1274305.86,-0.12,[Fe/H],0.978,,300.276,0.13166913774053954,7.763409697340579,595.7739967223531,491.7745929607793,576.7303146813703,539.3025210689069,0.109,0.119
5179,5179,KELT-20 b,KELT-20,1,1,1,Published Confirmed,0,3.4741085,8130000.0,19.515,1074.90106,1074.90106,Mass,,2262.0,8720.0,1086293.52,-0.29,[Fe/H],1.104,0.6,136.426,0.1444596855545166,7.4123516753587335,694.4670053122051,573.2395685964441,672.2686399758903,628.6407409932432,0.106,0.115
5185,5185,KELT-21 b,KELT-21,1,1,1,Published Confirmed,0,3.6127647,7836000.0,17.777,1242.7153,1242.7153,Mass,0.0,2051.0,7598.0,1142000.88,-0.405,[Fe/H],0.905,1.6,470.878,0.22094290959510185,8.350502967358338,630.8116073247869,520.6959738654919,610.6479618086285,571.01903074217,0.127,0.137
5187,5187,KELT-23 A b,KELT-23 A,1,2,1,Published Confirmed,0,2.255251,4953000.0,14.83,298.12454,298.12454,Mass,0.0,1561.0,5899.0,696342.0,-0.105,[Fe/H],0.034,6.4,126.261,0.09129733785127966,4.478002543023995,480.576716366138,396.68636156929165,465.2152701917065,435.02441551516443,0.148,0.16
5192,5192,KELT-24 b,KELT-24,1,1,1,Published Confirmed,0,5.5514926,10453500.0,14.258,1646.3594,1646.3594,Mass,0.077,1459.0,6509.0,1051476.42,0.186,[Fe/H],0.565,0.78,96.5173,0.567325960921839,10.73220764857278,449.0720523163259,370.681209574243,434.7176403667402,406.5059759038924,0.198,0.211
5204,5204,KELT-4 A b,KELT-4 A,1,3,1,Published Confirmed,0,2.9895932,6475500.0,19.044,286.68266,286.68266,Mass,0.0,1823.0,6206.0,1114147.2,-0.116,[Fe/H],0.535,4.44,218.05,0.04145822917432876,3.8750532475192645,560.802880700396,462.90809922037386,542.8770366614146,507.6462031715282,0.101,0.11
5230,5230,KELT-9 b,KELT-9,1,2,1,Published Confirmed,0,1.4811235,5193000.0,21.196,915.3504,915.3504,Mass,0.0,4050.0,10170.0,1643367.1199999999,-0.03,[Fe/H],1.724,0.3,204.455,0.09600845568125856,6.563307932677553,1241.6172234083979,1024.8782390872157,1201.9294160363406,1123.9283729578087,0.061,0.067
5695,5695,KOI-94 d,KOI-94,1,2,4,Published Confirmed,0,22.342989,25260000.0,11.27,106.0,106.0,Mass,0.022,806.0,6182.0,1058439.84,0.023,[Fe/H],0.479,3.16,477.052,0.07396358582625842,3.063000183753802,274.93511793684047,226.94193848313137,266.1469247684681,248.87491406043134,0.218,0.206
5712,5712,KOI-94 e,KOI-94,1,2,4,Published Confirmed,0,54.32031,45690000.0,6.56,35.0,35.0,Mass,0.019,584.0,6182.0,1058439.84,0.023,[Fe/H],0.479,3.16,477.052,0.1238341327837476,2.3069498345697,204.42608461651125,168.74109159836507,197.89168503254598,185.04920223516996,0.272,0.255
10878,10878,Kepler-138 b,Kepler-138,1,1,4,Published Confirmed,0,10.3134,11295000.0,0.64,0.07,0.07,Mass,0.02,452.0,3841.0,376024.68000000005,-0.18,[Fe/H],-1.252,,66.8624,0.2667116332996459,0.33030494933323945,151.79370871879664,125.29631996339282,146.94168237900075,137.40567773151167,0.377,0.366
10899,10899,Kepler-138 c,Kepler-138,1,1,4,Published Confirmed,0,13.7815,13695000.0,1.51,2.3,2.3,Mass,0.017,410.0,3841.0,376024.68000000005,-0.18,[Fe/H],-1.252,,66.8624,0.6672380969502842,1.2326264781594511,137.85288877284182,113.78903516718108,133.44647527264942,124.78626267818083,0.537,0.496
10926,10926,Kepler-138 d,Kepler-138,1,1,4,Published Confirmed,0,23.0923,19320000.0,1.51,2.1,2.1,Mass,0.01,345.0,3841.0,376024.68000000005,-0.18,[Fe/H],-1.252,,66.8624,0.6092173928676509,1.177815382445033,116.06287616118541,95.80272720197893,112.35297186436256,105.06165435314503,0.472,0.434
12363,12363,Kepler-15 b,Kepler-15,1,1,1,Published Confirmed,0,4.942782,8571000.0,10.76,209.76,209.76,Mass,0.06,,5515.0,689378.58,0.36,[Fe/H],-0.087,3.7,739.412,0.1681782005029942,4.409722390391732,340.74629481435187,281.2649953793031,329.85447319946593,308.44806394581303,0.241,0.257
14602,14602,Kepler-17 b,Kepler-17,1,1,1,Published Confirmed,0,1.4857108,3886500.0,14.68,778.65,778.65,Mass,0.011,1570.0,5781.0,703305.42,0.26,[M/H],0.012,,720.753,0.24583740450023794,7.273847044842392,535.6949516821237,442.1830564340515,518.5716727425961,484.91817292370274,0.161,0.174
15659,15659,Kepler-18 b,Kepler-18,1,1,3,Published Confirmed,0,3.504725,6704999.999999999,2.0,6.9,6.9,Mass,0.0,,5345.0,772939.6200000001,0.19,[Fe/H],-0.031,10.0,433.047,0.8614755274249044,1.8550926118402777,397.87577593252814,328.42184928282217,385.15783286963295,360.162427721158,0.635,0.678
15668,15668,Kepler-18 c,Kepler-18,1,1,3,Published Confirmed,0,7.64159,11280000.0,5.49,17.3,17.3,Mass,0.0,,5345.0,772939.6200000001,0.19,[Fe/H],-0.031,10.0,433.047,0.10442702620525106,1.772935465235064,306.75548704979576,253.20768548530864,296.9501682681075,277.6791340807242,0.337,0.341
15678,15678,Kepler-18 d,Kepler-18,1,1,3,Published Confirmed,0,14.85888,17580000.0,6.98,16.4,16.4,Mass,0.0,,5345.0,772939.6200000001,0.19,[Fe/H],-0.031,10.0,433.047,0.04816831131322712,1.5309121187808545,245.71827302070653,202.8252397093077,237.86398483624507,222.42743866265326,0.242,0.229
18780,18780,Kepler-23 b,Kepler-23,1,1,3,Published Confirmed,0,7.1073,11250000.0,1.9,254.3,254.3,Mass,,,5760.0,1058439.84,-0.09,[M/H],0.362,6.0,835.756,37.03133749993609,11.554533813840084,385.1417757569978,317.91071958005614,372.83087001326516,348.6354419249722,0.154,0.154
18800,18800,Kepler-23 c,Kepler-23,1,1,3,Published Confirmed,0,10.7421,14850000.0,3.2,858.1,858.1,Mass,,,5760.0,1058439.84,-0.09,[M/H],0.362,6.0,835.756,26.156028861077278,16.354979725131905,335.2228876719659,276.7057643384268,324.5076195991633,303.44820256688985,0.147,0.147
19119,19119,Kepler-24 b,Kepler-24,1,1,4,Published Confirmed,0,8.1453,12000000.0,2.4,508.5,508.5,Mass,,,5800.0,745085.9400000001,-0.24,[M/H],0.064,7.7,1156.81,36.74016251472456,14.537706812447118,314.12772327443355,259.2930106061221,304.08675385447407,284.3525800581181,0.152,0.147
19127,19127,Kepler-24 c,Kepler-24,1,1,4,Published Confirmed,0,12.3335,15900000.0,2.8,508.5,508.5,Mass,,,5800.0,745085.9400000001,-0.24,[M/H],0.064,7.7,1156.81,23.13666210839797,13.459301171563894,272.89672734554506,225.25937309953915,264.17369053261865,247.02973587062002,0.177,0.156
20694,20694,Kepler-289 b,Kepler-289,1,1,3,Published Confirmed,0,34.545,31500000.0,2.15,7.3,7.3,Mass,,,5990.0,696342.0,0.05,[Fe/H],0.061,0.65,704.438,0.7336540532716113,1.8403407741573898,193.54930348415266,159.76298136945914,187.36257594135319,175.2033957413203,0.581,0.539
20697,20697,Kepler-289 c,Kepler-289,1,1,3,Published Confirmed,0,125.8518,76500000.0,11.59,132.0,132.0,Mass,,,5990.0,696342.0,0.05,[Fe/H],0.061,0.65,704.438,0.0846851896009285,3.370554050168728,124.19844892334591,102.51813943149051,120.2284942353408,112.42608268521505,0.135,0.125
20709,20709,Kepler-289 d,Kepler-289,1,1,3,Published Confirmed,0,66.0634,49500000.0,2.68,4.0,4.0,Mass,,,5990.0,696342.0,0.05,[Fe/H],0.061,0.65,704.438,0.20755798704254558,1.2201652350142376,154.39893138890815,127.44677017641771,149.4636301286751,139.76395983456854,0.385,0.359
22655,22655,Kepler-35 b,Kepler-35,1,2,1,Published Confirmed,0,131.458,90520500.0,8.16,40.363,40.363,Mass,0.042,,5606.0,717232.26,-0.34,[m/H],-0.027,,1819.17,0.0741987864947344,2.221276836658375,108.53590143559913,89.58967501731587,105.06659393251547,98.24813703304895,0.145,0.134
23928,23928,Kepler-4 b,Kepler-4,1,1,1,Published Confirmed,0,3.21346,6840000.0,4.002,24.472,24.472,Mass,0.0,1650.0,5857.0,1037549.58,0.17,[Fe/H],0.354,4.5,487.916,0.38134850833681927,2.4697457006949906,491.6644853611311,405.8386292317841,475.9486230012902,445.06121101971246,0.372,0.401
24396,24396,Kepler-422 b,Kepler-422,1,1,1,Published Confirmed,0,7.8914483,12300000.0,12.89,136.66,136.66,Mass,,,5972.0,863464.08,0.23,[Fe/H],0.24,,722.795,0.06373331454829213,3.25199820921221,343.3557573250571,283.41894531855587,332.38052526489304,310.81018400879043,0.183,0.197
24417,24417,Kepler-424 b,Kepler-424,1,1,2,Published Confirmed,0,3.3118644,6600000.0,9.98,327.35,327.35,Mass,,,5460.0,654561.48,0.44,[Fe/H],-0.15,,698.646,0.3289308158962127,5.720012136148599,374.47680425161326,309.10744510038296,362.5068001374281,338.9813683137965,0.26,0.278
24928,24928,Kepler-46 b,Kepler-46,1,1,3,Published Confirmed,0,33.60134,29520000.0,9.057,1907.0,1907.0,Mass,0.01,543.0,5155.0,654561.48,0.41,[M/H],-0.255,9.7,777.06,2.5637839871945762,14.49236324483481,166.68200392748568,137.58568699923725,161.35407907307453,150.88275995503474,0.178,0.156
27256,27256,Kepler-62 b,Kepler-62,1,1,5,Published Confirmed,0,5.714932,8295000.0,1.31,9.0,9.0,Mass,,750.0,4925.0,445658.88,-0.37,[Fe/H],-0.678,7.0,300.874,3.9986414479619845,2.617831294671894,246.48397803628652,203.45728185018075,238.60521439144227,223.12056499506997,0.532,0.472
27260,27260,Kepler-62 c,Kepler-62,1,1,5,Published Confirmed,0,12.4417,13935000.0,0.54,4.0,4.0,Mass,,578.0,4925.0,445658.88,-0.37,[Fe/H],-0.678,7.0,300.874,25.37245861174704,2.718248543529487,190.1706115755254,156.97408012964996,184.0918825938856,172.14495902830114,0.243,0.215
27273,27273,Kepler-62 d,Kepler-62,1,1,5,Published Confirmed,0,18.16406,18000000.0,1.95,14.0,14.0,Mass,,510.0,4925.0,445658.88,-0.37,[Fe/H],-0.678,7.0,300.874,1.8858538923367523,2.6761026026587804,167.32492427412922,138.116377988633,161.97644872310073,151.46473997715535,0.466,0.411
27288,27288,Kepler-62 e,Kepler-62,1,1,5,Published Confirmed,0,122.3874,64050000.0,1.61,36.0,36.0,Mass,,270.0,4925.0,445658.88,-0.37,[Fe/H],-0.678,7.0,300.874,8.6160599790815,4.722743517968379,88.70279869592535,73.21867514049892,85.8674485399874,80.29494947036758,0.18,0.155
27291,27291,Kepler-62 f,Kepler-62,1,1,5,Published Confirmed,0,267.291,107700000.0,1.41,35.0,35.0,Mass,,208.0,4925.0,445658.88,-0.37,[Fe/H],-0.678,7.0,300.874,12.470806689822595,4.976001631753487,68.40518756087432,56.46425230745991,66.21864258068084,61.92128274937654,0.133,0.113
29368,29368,Kepler-79 b,Kepler-79,1,1,4,Published Confirmed,0,13.4845,17550000.0,3.47,10.9,10.9,Mass,0.015,,6174.0,905244.6,-0.073,[M/H],0.342,3.44,1020.72,0.26056850093375,1.7701275434749184,304.8304374187889,251.6186760556828,295.08665209322277,275.936553630929,0.497,0.498
29382,29382,Kepler-79 c,Kepler-79,1,1,4,Published Confirmed,0,27.4029,28050000.0,3.72,5.9,5.9,Mass,0.03,,6174.0,905244.6,-0.073,[M/H],0.342,3.44,1020.72,0.11447404599437037,1.25779708567818,241.1184576128686,199.02837653245038,233.411200723086,218.26362476754184,0.388,0.367
29391,29391,Kepler-79 d,Kepler-79,1,1,4,Published Confirmed,0,52.0902,43050000.0,7.16,6.0,6.0,Mass,0.025,,6174.0,905244.6,-0.073,[M/H],0.342,3.44,1020.72,0.016326610211761794,0.9142714585150996,194.63023713524052,160.65522525590904,188.40895797241072,176.18187121414553,0.158,0.153
29410,29410,Kepler-79 e,Kepler-79,1,1,4,Published Confirmed,0,81.0659,57900000.0,3.49,4.1,4.1,Mass,0.012,,6174.0,905244.6,-0.073,[M/H],0.342,3.44,1020.72,0.09633662262645425,1.0825183405906076,167.82536786714658,138.5294632283546,162.46089583302668,151.91774815282574,0.311,0.291
29535,29535,Kepler-80 b,Kepler-80,1,1,6,Published Confirmed,0,7.05246,9720000.0,2.67,6.93,6.93,Mass,,,4540.0,473512.56000000006,0.04,[Fe/H],-0.77,2.0,369.451,0.36364974837982295,1.6090407197943748,215.95524539966166,178.2577008872989,209.0523207149676,195.48555143867407,0.52,0.486
29551,29551,Kepler-80 c,Kepler-80,1,1,6,Published Confirmed,0,9.52355,11880000.000000002,2.74,6.74,6.74,Mass,,,4540.0,473512.56000000006,0.04,[Fe/H],-0.77,2.0,369.451,0.32725933907584975,1.5664290010365043,195.33886922721868,161.2401572276109,189.09493891761522,176.82333437940056,0.477,0.446
29567,29567,Kepler-80 d,Kepler-80,1,1,6,Published Confirmed,0,3.07222,5580000.0,1.53,6.75,6.75,Mass,,,4540.0,473512.56000000006,0.04,[Fe/H],-0.77,2.0,369.451,1.8824060989175242,2.097791006764466,285.02292340429887,235.2687980891554,275.91227749231825,258.0065293215592,0.704,0.632
29574,29574,Kepler-80 e,Kepler-80,1,1,6,Published Confirmed,0,4.64489,7365000.0,1.6,4.13,4.13,Mass,,,4540.0,473512.56000000006,0.04,[Fe/H],-0.77,2.0,369.451,1.0071031273394628,1.6046158685103422,248.09071691008367,204.78354543335638,240.1605944875757,224.57500632702695,0.776,0.698
30857,30857,Kepler-9 b,Kepler-9,1,1,3,Published Confirmed,0,19.23891,21450000.0,8.29,43.4,43.4,Mass,0.0609,,5774.0,668488.32,0.05,[Fe/H],-0.038,2.0,628.257,0.07608691553992847,2.2851970130702766,221.55586005586534,182.88066195649154,214.47391392120272,200.55530208278233,0.23,0.217
30866,30866,Kepler-9 c,Kepler-9,1,1,3,Published Confirmed,0,38.9853,34050000.0,8.08,29.9,29.9,Mass,0.06691,,5774.0,668488.32,0.05,[Fe/H],-0.038,2.0,628.257,0.05661362278537491,1.9212592083293991,175.84836372835656,145.15195018763566,170.2274397795214,159.1802703815231,0.192,0.179
32079,32079,L 98-59 d,L 98-59,1,1,4,Published Confirmed,0,7.4507245,7290000.0,1.521,1.94,1.94,Mass,0.074,416.0,3415.0,208902.6,-0.46,[Fe/H],-1.948,0.8,10.6194,0.5506782564146664,1.12795638292766,126.57068354652958,104.476272419237,122.5249013095897,114.5734609190558,0.494,0.456
32085,32085,LHS 1140 b,LHS 1140,1,1,2,Published Confirmed,0,24.73694,14354999.999999998,1.635,6.38,6.38,Mass,0.096,379.0,2988.0,146231.82,-0.262,[Fe/H],-2.488,,14.9861,1.4579789327022974,1.972911067599242,66.09906119782863,54.56068760047011,63.986230641973506,59.83374658912747,0.279,0.242
32090,32090,LHS 1478 b,LHS 1478,1,1,1,Published Confirmed,0,1.9495378,2772000.0,1.242,2.33,2.33,Mass,,595.0,3381.0,174085.5,-0.13,[Fe/H],-2.146,,18.2276,1.214716622120708,1.3679594088201634,183.14719715788286,151.17668584014947,177.2929688623211,165.7872711755506,0.684,0.61
32097,32097,LHS 1815 b,LHS 1815,1,1,1,Published Confirmed,0,3.81433,6060000.0,1.088,8.7,8.7,Mass,0.0,617.0,3643.0,348171.0,-0.12,[Fe/H],-1.387,,29.8424,6.747088510676975,2.8242375755878153,191.73905279608778,158.26873136832162,185.61018920624304,173.56473281676992,0.404,0.355
32103,32103,LP 714-47 b,LP 714-47,1,1,1,Published Confirmed,0,4.052037,6255000.0,4.7,30.8,30.8,Mass,0.04,700.0,3950.0,403878.36,0.41,[Fe/H],-1.125,,52.616,0.2963063669501849,2.5567159308676293,219.44881127139178,181.14142348010014,212.43421612438064,198.6479735861824,0.388,0.363
