,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth
497,TOI-1266 c,TOI-1266,0,15555000.0,1.673,6.4,3573.0,292463.64,1.366373885074715,1.9534309517922708,357.70043319134516,766.7817389670344,328.55973034985794,355.6119024452422,0.3849320519381117
505,K2-291 b,K2-291,0,4891500.0,1.589,6.49,5520.0,626707.8,1.6171503795257387,2.018442806777786,1442.5674080374592,3092.348353742207,1325.0460849812278,1434.144587975062,0.13169622390040955
507,K2-285 d,K2-285,0,17670000.0,2.48,6.5,4975.0,550110.18,0.42602561887266716,1.616913868874696,640.8924691300169,1373.8441342829249,588.6810227259964,637.1504450715562,0.1642916084832413
509,K2-265 b,K2-265,0,5064000.0,1.71,6.54,5477.0,682415.16,1.3075756335774127,1.9532006818305847,1467.9313400808194,3146.719548503511,1348.3436991284284,1459.360425839609,0.14374550702602534
517,K2-3 b,K2-3,0,11655000.0,2.29,6.6,3835.0,417805.2,0.5494331896860433,1.69554872591378,530.1291276723072,1136.4071627394496,486.9412141456502,527.0338253472019,0.22723012000913081
520,TOI-125 c,TOI-125,0,12210000.0,2.759,6.63,5320.0,591890.7,0.3155991528706392,1.5482352893062008,855.185001744398,1833.2106475960566,785.5158325236848,850.1917727627774,0.10199398518664356
522,LHS 1140 b,LHS 1140,0,13125000.0,1.43,6.65,3131.0,132304.98,2.2734789358386704,2.153767663298948,229.51285981688716,491.9934488073414,210.81518593778924,228.1727868958763,0.2806809018086117
523,K2-32 d,K2-32,0,27633000.0,3.484,6.7,5271.0,598854.12,0.15838635543113694,1.3850146795209457,566.5327698554747,1214.4435458908536,520.3791687847938,563.2249150173872,0.069575746402671
528,Kepler-80 c,Kepler-80,0,11880000.000000002,2.74,6.74,4540.0,473512.56000000006,0.327556038385982,1.5664290010365043,661.7575445683761,1418.571390231606,607.8462876338239,657.8936941224437,0.12592188086327047
529,Kepler-80 d,Kepler-80,0,5580000.0,1.53,6.75,4540.0,473512.56000000006,1.8841127227606047,2.097791006764466,965.5839141688205,2069.866413689538,886.9209009309754,959.9460912713424,0.16435614011975588
534,TOI-1759 b,TOI-1759,0,17640000.0,3.06,6.8,3972.0,438695.46,0.23725863916244652,1.4888460441966638,457.32720454716383,980.3458890194368,420.0702293454928,454.6569759449661,0.11832397032442812
537,Kepler-454 b,Kepler-454,0,14310000.0,2.37,6.84,5701.0,745085.9400000001,0.5136750424964541,1.696719011611086,949.7732318634943,2035.9739680914975,872.3982640179069,944.2277239118409,0.14049332076192658
540,K2-199 b,K2-199,0,5730000.0,1.73,6.9,4491.0,473512.56000000006,1.3322575288141292,1.9946079332840123,942.5773789491301,2020.5486342114132,865.7886340767656,937.0738859313756,0.19847705563586857
541,Kepler-18 b,Kepler-18,0,6704999.999999999,2.0,6.9,5345.0,772939.6200000001,0.8622565569148635,1.8550926118402777,1324.9717548105161,2840.2653504541317,1217.0305710780292,1317.2355487820503,0.15619287178889218
543,TOI-1235 b,TOI-1235,0,5767500.0,1.738,6.91,3872.0,438695.46,1.3158492366927679,1.9914535719857933,779.6660690241387,1671.3250774849382,716.1491841539735,775.1137777609658,0.22983810904090562
546,Kepler-80 b,Kepler-80,0,9720000.0,2.67,6.93,4540.0,473512.56000000006,0.36397943990147286,1.6090407197943748,731.6004925067316,1568.2896799103564,671.999355430613,727.3288451149965,0.12720349746690424
547,LHS 1140 b,LHS 1140,0,14040000.0,1.727,6.98,3216.0,146231.82,1.3547395564396865,2.007879246099855,239.62876305655342,513.6783257534765,220.10697910397772,238.22962569787288,0.37338641346819196
548,CoRoT-7 b,CoRoT-7,0,2534999.9999999995,1.861,6.99226,5250.0,668488.32,1.0845656641880261,1.9359388981630143,1968.3519305398886,4219.442237552799,1807.9966349547492,1956.8591753049948,0.11804617575435923
553,TOI-561 c,TOI-561,0,13320000.0,2.9,7.0,5326.0,577963.86,0.28693362704636,1.5516939588340632,809.9997937497661,1736.3497295015652,744.0117179715594,805.2703908287514,0.09498568429403154
561,K2-146 c,K2-146,0,4905000.0,2.59,7.1,3385.0,243719.69999999998,0.4085417626410416,1.6536185693615342,550.8964855029171,1180.9249471017279,506.01672218467513,547.679927341028,0.16875885857010944
564,TOI-421 b,TOI-421,0,8400000.0,2.68,7.17,5325.0,605817.54,0.3723849970246911,1.6336094200639573,1044.0863255167526,2238.1474944515317,959.0279735284885,1037.9901450537536,0.09790173083981103
565,HD 15337 b,HD 15337,0,7867499.999999999,1.699,7.2,5131.0,584927.28,1.4676745438807561,2.0560118197417014,1021.4570125563863,2189.638344522443,938.2421978504276,1015.4929594589016,0.17476166671796
566,HD 191939 c,HD 191939,0,25500000.0,3.08,7.2,5348.0,654561.48,0.24635293955554718,1.5270277811067305,625.578835912132,1341.01718407783,574.6149419112343,621.9262246439347,0.09761360648178719
571,HD 86226 c,HD 86226,0,7350000.0,2.16,7.25,5863.0,731159.1,0.7192074127678183,1.829777049207452,1350.1054381973925,2894.142974481852,1240.1166941856113,1342.2224823591823,0.1331047827502349
575,Kepler-11 d,Kepler-11,0,23250000.0,3.12,7.3,5663.0,738122.52,0.2402904329431356,1.52770739651316,736.6900905564586,1579.1999570056182,676.6743203108285,732.3887261696465,0.0844912928232126
576,Kepler-289 b,Kepler-289,0,31500000.0,2.15,7.3,5990.0,696342.0,0.7343191974722202,1.8403407741573898,650.2320287555411,1393.8648083060255,597.2597184932089,646.4354731516222,0.23465199943289916
599,HD 15337 b,HD 15337,0,7830000.000000001,1.64,7.51,5125.0,598854.12,1.7021028335610209,2.1372439320516357,1034.8062110337444,2218.2542495437524,950.5038800993874,1028.7642150296576,0.15734258012015945
602,HD 97658 b,HD 97658,0,12000000.0,2.247,7.55,5170.0,515293.08,0.6652963429840124,1.8307455528971117,782.1905997408536,1676.736768032159,718.4680494797532,777.6235683221425,0.18904563590264756
607,GJ 414 A b,GJ 414 A,0,34860000.0,2.63,7.6,4120.0,473512.56000000006,0.41766083139633015,1.6977939049793447,350.57810841978005,751.5140231158007,322.0176384504116,348.53116329362297,0.21873406898112535
610,Kepler-51 d,Kepler-51,0,76350000.0,9.7,7.6,6018.0,654561.48,0.008324838006955698,0.8840503028414621,406.8257201892951,872.0887766339213,373.68293835215775,404.45035816543566,0.002420548170552097
615,TOI-178 f,TOI-178,0,15585000.000000002,2.287,7.72,4316.0,452622.3,0.6452027478821143,1.8349811873156363,537.0089494630063,1151.1550389703784,493.2605590014558,533.873477437212,0.2371781508758603
618,HD 5278 b,HD 5278,0,18030000.0,2.45,7.8,6203.0,828646.98,0.5302415441016451,1.7820517328038312,970.8993513085751,2081.2608089857013,891.8033065175383,965.230492793398,0.13355756910011995
619,K2-36 c,K2-36,0,8100000.0,3.2,7.8,4916.0,501366.24,0.237969922721918,1.5592952662033523,892.9608640598675,1914.1885797131818,820.214216938178,887.7470704868024,0.07050922919749196
621,55 Cnc e,55 Cnc,0,2316000.0,2.08,7.81,5234.0,654561.48,0.8676377327862841,1.935307134800265,2031.5390747798842,4354.892865634054,1866.0361259552114,2019.677384309642,0.10332371255191382
624,HD 97658 b,HD 97658,0,11940000.0,2.341,7.86,5119.0,487439.39999999997,0.6124853521058954,1.8300654180415021,755.1423003849876,1618.7548924410346,693.6232880029571,750.7331977793073,0.17923744634321825
625,K2-138 d,K2-138,0,8839500.0,2.39,7.92,5356.3,598854.12,0.5799744751935262,1.8181080451289533,1017.8811722800189,2181.9730224513496,934.9576697706168,1011.937997693342,0.13704948399580727
627,HD 28109 c,HD 28109,0,46200000.0,4.23,7.943,6120.0,1009695.9,0.1049157917187238,1.368605074192495,660.5584429853681,1416.000945491537,606.744872996832,656.7015938184148,0.037595252115463225
628,K2-18 b,K2-18,0,21450000.0,2.38,7.96,3457.0,285500.22,0.5902820792648822,1.8265186187877562,291.18866950750703,624.2043163895885,267.4664659495729,289.48848568676806,0.31038379495394336
629,55 Cnc e,55 Cnc,0,2316000.0,1.875,7.99,5172.0,654561.48,1.2117704703559855,2.0617158128778406,2007.4742252123733,4303.306438872627,1843.9317622163458,1995.7530438764747,0.10436073336613234
631,K2-216 b,K2-216,0,4200000.0,1.75,8.0,4503.0,501366.24,1.4922900482204253,2.1354136643018298,1135.9006875014577,2434.9646341923744,1043.3625149960462,1129.268424047929,0.15225929857858092
632,Kepler-11 e,Kepler-11,0,29250000.0,4.19,8.0,5663.0,738122.52,0.10872397447616702,1.3800474859486092,656.8003438435376,1407.9449256274463,603.2929340946296,652.9654373550837,0.03909141177360799
637,55 Cnc e,55 Cnc,0,2316000.0,1.92,8.08,5250.0,668488.32,1.1412612628164158,2.0488544827323274,2059.313444335067,4414.4311759352995,1891.547807029432,2047.2895856945152,0.10423383877319643
638,55 Cnc e,55 Cnc,0,2316000.0,1.91,8.08,5250.0,668488.32,1.1592808473281373,2.0542109741810664,2059.313444335067,4414.4311759352995,1891.547807029432,2047.2895856945152,0.1035372882040874
639,Kepler-36 c,Kepler-36,0,19245000.0,3.679,8.08,5911.0,1135037.46,0.1622181331524628,1.4801196853958862,1048.075614145441,2246.699101852887,962.6922676542617,1041.956141141581,0.04193383946192763
645,K2-32 c,K2-32,0,20764500.0,3.134,8.1,5271.0,598854.12,0.26306643797910534,1.6056432637705969,653.5492419896201,1400.97572653852,600.3066890433366,649.733317938845,0.09553817689797993
648,TOI-1246 b,TOI-1246,0,7350000.0,3.01,8.1,5151.0,598854.12,0.2969360547308689,1.6383825354169685,1073.4799032822227,2301.156807782202,986.0269511323941,1067.212100463742,0.07404313737300325
649,HD 15337 c,HD 15337,0,19020000.0,2.39,8.11,5125.0,598854.12,0.5938880042701387,1.839786911420368,663.9488935009473,1423.268858250331,609.8591144228897,660.0722482714573,0.1891620128941924
651,GJ 1214 b,GJ 1214,0,2235000.0,2.742,8.17,3250.0,146231.82,0.3961841592406957,1.723984477926033,606.947402338095,1301.0780570605955,557.5013512552165,603.4035757350886,0.14468345949798883
663,Kepler-68 b,Kepler-68,0,9255000.0,2.31,8.3,5793.0,863464.08,0.6731619418307957,1.8931677797071726,1291.8823711637565,2769.333551720644,1186.6368730010502,1284.3393664532184,0.12392676679808581
664,HD 3167 c,HD 3167,0,27090000.0,2.74,8.33,5286.0,577963.86,0.40482816020107276,1.7414189557452602,563.7136029480506,1208.4002607753541,517.7896703303176,560.4222085786072,0.1534543248623005
665,EPIC 220674823 b,EPIC 220674823,0,1739999.9999999998,1.52,8.36,5470.0,605817.54,2.3798682519529835,2.342272357074884,2356.509207068015,5051.512550785358,2164.531987656419,2342.7500905678585,0.06196763492083068
666,55 Cnc e,55 Cnc,0,2374500.0,2.173,8.37,5250.0,668488.32,0.8154994657713517,1.9601482270433335,2033.7878354301458,4359.71340383286,1868.101687314138,2021.9130149625012,0.09606880515445135
671,Kepler-11 e,Kepler-11,0,29100000.0,4.52,8.4,5680.0,765976.2000000001,0.0909371592796516,1.3615276764214017,672.8139635601799,1442.272396421745,618.0019757613774,668.8855572209259,0.030965155891794095
683,K2-111 b,K2-111,0,9315000.0,1.9,8.6,5730.0,856500.66,1.253473192224806,2.1248509598072998,1268.5645196429873,2719.3484214859654,1165.2186517826722,1261.1576625166153,0.1466042741600191
684,Kepler-107 e,Kepler-107,0,18958500.0,2.903,8.6,5854.0,1009695.9,0.35142669288968587,1.7190232711538198,986.3511271088477,2114.3838874582502,905.996275883187,980.5920492205687,0.08955470668115564
686,LTT 3780 c,LTT 3780,0,11509500.000000002,2.3,8.6,3331.0,257646.54,0.7066304450949245,1.9312627140595828,363.8681799979575,780.0031812216282,334.22501067833525,361.74363719359434,0.30491164720623115
687,TOI-1260 b,TOI-1260,0,5490000.0,2.34,8.6,4227.0,452622.3,0.6710089005170055,1.9146850450256052,886.1343388312516,1899.5549522411668,813.9438267451061,880.9604037724795,0.16357776733854362
690,K2-18 b,K2-18,0,23865000.0,2.61,8.63,3457.0,306390.48,0.4852512642387002,1.8161059966811932,285.98404912442606,613.0474725680791,262.6858492352406,284.31425388777376,0.25442116447617036
697,Kepler-20 b,Kepler-20,0,6805500.0,1.91,8.7,5455.0,654561.48,1.248235565811237,2.131567014112718,1235.1664166743346,2647.7548389900658,1134.5413847531759,1227.9545634071674,0.1493224679194576
699,LHS 1815 b,LHS 1815,0,6060000.0,1.088,8.7,3643.0,348171.0,6.7532055446848425,2.8242375755878153,637.5359419689839,1366.6489410580673,585.5979410279906,633.8135159023774,0.08118660906584191
701,EPIC 249893012 b,EPIC 249893012,0,7050000.0,1.95,8.75,5430.0,1190744.82,1.1797272762578053,2.1156448691765792,1629.296553022012,3492.628826510019,1496.5630076117498,1619.7834643317176,0.12137849860171326
702,HD 15337 c,HD 15337,0,18525000.0,2.522,8.79,5131.0,584927.28,0.5478113552058173,1.8645667899212166,665.6705776996904,1426.9595331317844,611.4405385521247,661.7838799512473,0.17114170643689344
707,TOI-1246 c,TOI-1246,0,9150000.0,2.51,8.8,5151.0,598854.12,0.5563382365143943,1.8700814554502407,962.1151224084592,2062.430565333432,883.7347004691647,956.4975529900689,0.1321916268613807
708,TOI-269 b,TOI-269,0,5175000.0,2.77,8.8,3514.0,278536.8,0.4139241511159124,1.7801536938825906,595.2143433202133,1275.9265767650109,546.7241467863809,591.7390233563686,0.14708320806209826
711,HD 136352 d,HD 136352,0,63750000.0,2.562,8.82,5664.0,738122.52,0.5243347131151046,1.8531082012756743,444.97221665358484,953.8612157484724,408.72176254445145,442.37412599053704,0.21457134138207345
712,HD 213885 b,HD 213885,0,3018000.0,1.745,8.83,5978.0,765976.2000000001,1.66131433134806,2.2466668869220716,2198.8188325854876,4713.480811529974,2019.6881403719735,2185.9804339959383,0.0790842715972082
717,K2-266 d,K2-266,0,15525000.0,2.93,8.9,4285.0,487439.39999999997,0.35372401624195715,1.7406731942792102,554.345918473957,1188.3192971403516,509.1851409554137,551.1092198645085,0.13391948004782464
719,K2-18 b,K2-18,0,21435000.0,2.37,8.92,3457.0,285500.22,0.6698803185772471,1.9376007880562607,291.2905371578184,624.4226841823065,267.5600347703291,289.5897585552454,0.3237780500060678
724,EPIC 220674823 b,EPIC 220674823,0,1968000.0,1.82,9.0,5496.0,661524.9,1.4924704713174024,2.2209644598942386,2326.445012480409,4987.065674943316,2136.9170262241373,2312.861433913469,0.07881339364448425
728,Kepler-62 b,Kepler-62,0,8295000.0,1.31,9.0,4925.0,445658.88,4.002266689528587,2.617831294671894,833.4601484792013,1786.6403356261512,765.5608331209164,828.5937659304858,0.09930025032054483
735,WASP-47 e,WASP-47,0,2595000.0,1.82,9.1,5576.0,807756.72,1.5090534765542623,2.233269066294995,2271.328189796465,4868.9149286138445,2086.2903936612115,2258.066425709244,0.07967158314947655
743,TOI-763 c,TOI-763,0,15165000.0,2.63,9.32,5450.0,626707.8,0.5121840721860259,1.880122428127191,808.8972558508159,1733.9862827483937,742.9990002861272,804.1742903955882,0.13748794054507055
745,Kepler-107 c,Kepler-107,0,9096000.0,1.597,9.39,5854.0,1009695.9,2.3047734673877702,2.421789468746675,1423.9944799979583,3052.5346416569887,1307.9862336021788,1415.6801030003614,0.09270973837576854
753,TOI-125 b,TOI-125,0,7779000.000000001,2.726,9.5,5320.0,591890.7,0.4688386995415996,1.8644679622757308,1071.4108049543609,2296.721401317142,984.126415584801,1065.1550831262102,0.10248107776904315
762,K2-285 b,K2-285,0,5725500.0,2.59,9.68,4975.0,550110.18,0.5569977834317299,1.9308291413908365,1125.8920009614922,2413.50959148689,1034.1692039301686,1119.3181759319275,0.11203283153152406
763,HD 73583 c,HD 73583,0,18630000.0,2.39,9.7,4511.0,452622.3,0.7103222739112631,2.012069440061268,513.3574752646047,1100.4547410893215,471.5358942710485,510.3600987692333,0.23595601011972595
765,Kepler-20 b,Kepler-20,0,6945000.0,1.868,9.7,5495.0,668488.32,1.4877108159384076,2.275901591072015,1244.6980256360625,2668.1871980722754,1143.2964842153854,1237.4305194914336,0.1300797288126663
768,TOI-763 b,TOI-763,0,9000000.0,2.28,9.79,5450.0,626707.8,0.8257632531142908,2.0695692867642195,1050.0097086842682,2250.845108500341,964.4687977369309,1043.8789429462224,0.15639109329689374
769,HD 3167 c,HD 3167,0,26925000.0,3.01,9.8,5261.0,598854.12,0.35925596745216254,1.802128845954807,572.8441519858961,1227.9728908851362,526.1763829296169,569.4994464358534,0.12706897031713335
774,K2-38 c,K2-38,0,14460000.0,2.42,9.9,5757.0,765976.2000000001,0.6983393245252287,2.0200678769475924,967.3981175752272,2073.755416647665,888.5873070258484,961.7497019603734,0.14768757458248982
775,TOI-431 d,TOI-431,0,14700000.0,3.29,9.9,4850.0,508329.66,0.2779232646356023,1.7325097867669943,658.4780668829977,1411.541363513263,604.833978438716,654.633364554712,0.0911940070035799
779,Kepler-20 d,Kepler-20,0,52590000.0,2.744,10.07,5495.0,668488.32,0.48725303316059776,1.913280873479304,452.322863260797,969.6183719188572,415.4735756345709,449.6818538589992,0.18853712237027226
781,TOI-1634 b,TOI-1634,0,2235000.0,1.749,10.14,3472.0,313353.9,1.8947238784942984,2.4048064108653193,949.1700412448072,2034.6809432343591,871.8442133972318,943.6280551847592,0.1389319597053682
782,TOI-1062 b,TOI-1062,0,7800000.0,2.265,10.15,5328.0,584927.28,0.873250463944605,2.1142433156148863,1065.2544822986767,2283.5244483544307,978.4716287184505,1059.0347058257905,0.15781702342467277
784,EPIC 249893012 d,EPIC 249893012,0,33000000.0,3.94,10.18,5430.0,1190744.82,0.16639356029397223,1.605394705404058,753.0741274373092,1614.3214696599753,691.7236024478028,748.6771004188765,0.04955087172628947
787,HD 73583 b,HD 73583,0,9060000.0,2.79,10.2,4511.0,452622.3,0.46953174886580495,1.9096511225818587,736.1430547062081,1578.027307879113,676.1718497103699,731.8448843361946,0.13166179009722137
793,K2-32 d,K2-32,0,27930000.0,3.43,10.3,5275.0,584927.28,0.25517155865697405,1.730723141157401,557.3441558102664,1194.7464451816888,511.93912154736825,554.0899511810318,0.09244238294776383
796,HD 191939 b,HD 191939,0,11700000.0,3.39,10.4,5348.0,654561.48,0.2668773069512173,1.7493345302550707,923.5474359979921,1979.7552456814324,848.3089993197832,918.1550544502334,0.06708428459751274
797,Kepler-21 b,Kepler-21,0,6376050.000000001,1.635,10.4,6131.0,1295196.12,2.3787974821752447,2.518916895380542,2017.4777029422075,4324.750315752969,1853.1202888170865,2005.6981135953924,0.06457179925686714
806,KOI-94 b,KOI-94,0,7678500.0,1.71,10.5,6182.0,1058439.84,2.0993186777619006,2.4748714323257794,1675.7507128739314,3592.209923339312,1539.2326965981515,1665.9663890043294,0.08135120098400572
811,Kepler-538 b,Kepler-538,0,70035000.0,2.215,10.6,5547.0,605817.54,0.9751290068038964,2.1848524630197064,376.66653600826356,807.4382770920661,345.98072582285187,374.4672665400588,0.3368939260373587
813,K2-285 e,K2-285,0,27061499.999999996,1.95,10.7,4975.0,550110.18,1.4426379263952587,2.3395408431927853,517.8780575221563,1110.1452519272962,475.68819924399486,514.8542863843436,0.23972837614800907
818,TOI-1759 b,TOI-1759,0,17655000.0,3.14,10.8,4065.0,417805.2,0.34874839140238545,1.852264921049402,456.5613320133747,978.7041323459922,419.36674998166006,453.89557516515316,0.13666913313091128
821,K2-290 b,K2-290,0,13844999.999999998,3.06,10.9,6302.0,1051476.42,0.38031164218686275,1.8849879747700604,1267.9940185240243,2718.125471219514,1164.6946275534074,1260.5904924227702,0.07044944206934202
824,Kepler-79 b,Kepler-79,0,17550000.0,3.47,10.9,6174.0,905244.6,0.2608047371086673,1.7701275434749184,1023.756219798872,2194.567022164541,940.3540960800992,1017.778742157909,0.059318855400445916
837,HD 183579 b,HD 183579,0,19500000.0,3.53,11.2,5706.0,675451.74,0.2545489490685818,1.7790072046196688,775.3488394962266,1662.0704821371,712.1836654183826,770.8217555455709,0.0705499885188603
838,HD 136352 c,HD 136352,0,25815000.0,2.916,11.24,5664.0,738122.52,0.4531908722638806,1.9608548379500061,699.2571649033657,1498.9571583855,642.2909346127539,695.1743627795221,0.12677094460070193
839,K2-233 b,K2-233,0,4962000.0,1.343,11.26,5033.0,494402.81999999995,4.647161380529158,2.891926408503265,1159.9106531445113,2486.4334094579362,1065.4164660271072,1153.1382010112798,0.06248862579669313
