,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth
2234,OGLE-TR-10 b,OGLE-TR-10,0,6774000.0,19.279,216.1244,6075.0,1058439.84,0.030152803148430454,3.3439955966068893,1753.24372221481,3758.327207375146,1610.412599920824,1743.0069344463736,0.0007590203368619693
2235,OGLE-TR-211 b,OGLE-TR-211,0,7659000.0,14.146,216.1244,6325.0,1086293.52,0.07632735997915556,3.9038320178841226,1739.1362468102618,3728.085827943135,1597.4544151250116,1728.9818293534,0.002196198594630063
2237,HD 209458 b,HD 209458,0,7060500.0,15.233,216.76006,6065.0,807756.72,0.06130562694753299,3.7674973758126615,1497.7484663410194,3210.636798255807,1375.731720094616,1489.0034567418602,0.0019484391099601468
2238,HAT-P-24 b,HAT-P-24,0,6975000.0,13.922,217.704,6373.0,919171.4400000001,0.08065641640300154,3.9494665313153505,1689.1008891221109,3620.827924351403,1551.4952769620909,1679.238616636927,0.0023832389278609254
2239,HD 209458 b,HD 209458,0,7060500.0,15.233,217.704,6065.0,807756.72,0.0615725987941954,3.775691754826113,1497.7484663410194,3210.636798255807,1375.731720094616,1489.0034567418602,0.001953075023853101
2240,HAT-P-24 b,HAT-P-24,0,6975000.0,14.751,217.71355,6373.0,919171.4400000001,0.06781073819859368,3.8369668444664744,1689.1008891221109,3620.827924351403,1551.4952769620909,1679.238616636927,0.0019657336497883727
2242,WASP-84 b,WASP-84,0,11625000.0,10.94,218.34921,5280.0,536183.34,0.16671591518047943,4.4619345931142895,827.9033058660722,1774.7284533730426,760.4566885878019,823.0693684462184,0.009140883620520472
2251,WASP-84 b,WASP-84,0,11565000.0,10.559,220.565,5314.0,522256.5,0.18730338686278492,4.564707485844144,824.4725022020708,1767.3740379029048,757.3053814544259,819.6585964575276,0.010263154649144733
2252,WASP-84 b,WASP-84,0,11565000.0,10.559,220.57402,5300.0,522256.5,0.18731104662997144,4.564800821687505,822.300387969698,1762.717802198983,755.3102223764504,817.4991647017117,0.010283342322887143
2255,Kepler-15 b,Kepler-15,0,8745000.0,14.448,221.20968,5595.0,870427.5,0.07332605672309699,3.9079972147317843,1288.7598656138737,2762.640017094164,1183.7687479268582,1281.2350924967043,0.002663129387046702
2256,TrES-1 b,TrES-1,0,5889000.000000001,11.96,221.52751,5230.0,564037.02,0.12945282397514044,4.298374898825286,1181.7353677342978,2533.2177883761015,1085.463191373808,1174.8354861008024,0.0052915661942124
2260,TOI-1789 b,TOI-1789,0,7323000.0,16.141,222.47988,5991.0,1511062.14,0.05289039749041224,3.707969902242885,1986.9250350502803,4259.256327928464,1825.0566484281733,1975.323835720213,0.0012761515037688956
2261,HATS-45 b,HATS-45,0,8266500.0,14.415,222.481,6450.0,912208.02,0.07425511748907337,3.9236945281548468,1564.3406827136398,3353.3866826109997,1436.8988829621085,1555.2068564443287,0.002292107069757824
2265,WASP-35 b,WASP-35,0,6469500.0,14.796,222.79883,5990.0,759012.78,0.0687633996167066,3.875612427691339,1497.9645136698346,3211.099926424286,1375.9301667430168,1489.2182426199,0.0021805360088844538
2267,CoRoT-4 b,CoRoT-4,0,13537500.0,13.339,223.43449,6190.0,814720.1399999999,0.09411477257185026,4.0876106163733885,1108.6926221317685,2376.6402774339385,1018.3710031282809,1102.2192203283635,0.003933030101355821
2268,HATS-30 b,HATS-30,0,6531000.0,13.171,224.38798,5943.0,738122.52,0.09817948315826053,4.1223652435626565,1458.6988260252128,3126.928341880038,1339.863328273136,1450.181818314942,0.003286798870962575
2269,XO-7 b,XO-7,0,6631500.0,15.39,225.34147,6250.0,1030586.16,0.061802019314824354,3.8217062262421786,1798.8783728335436,3856.1515696393853,1652.3295424532378,1788.3751348121552,0.001645731631253881
2273,Kepler-77 b,Kepler-77,0,7050000.0,10.76,225.65,5668.0,689378.58,0.1810822681848578,4.573699017746224,1294.0459348719678,2773.971458160251,1188.6241781385434,1286.490297609421,0.006890286224254825
2277,HAT-P-30 b,HAT-P-30,0,6285000.0,15.02,225.968,6304.0,849537.24,0.06666755772114055,3.873865631952466,1692.1555832322083,3627.3760955147854,1554.3011149762094,1682.2754750890915,0.001884872561073781
2278,HD 209458 b,HD 209458,0,7120500.0,15.468,226.93062,6117.0,807756.72,0.06130106381614249,3.825476305877074,1504.2119763154708,3224.492250914399,1381.668668717721,1495.4292277647846,0.00189059715173123
2282,WASP-35 b,WASP-35,0,6475500.0,14.796,228.828,5990.0,759012.78,0.0706242093259275,3.9277014525302287,1497.2703688162183,3209.6119282320496,1375.2925716361474,1488.528150718795,0.00221287699153494
2283,CoRoT-4 b,CoRoT-4,0,13500000.0,13.34,228.83,6190.0,814720.1399999999,0.09636578725389897,4.136515097490481,1110.2314051375847,2379.9388776021456,1019.7844264360114,1103.7490187333208,0.0039759225551247645
2285,Kepler-423 b,Kepler-423,0,5940000.000000001,13.45,228.83,5790.0,689378.58,0.09402070631294214,4.1195652530267735,1440.1235453438944,3087.109586572568,1322.8013159144252,1431.7149944349594,0.0031334758706606457
2289,HAT-P-24 b,HAT-P-24,0,6976500.0,13.922,229.79109,6373.0,919171.4400000001,0.08513452137186088,4.057624238253309,1688.919294659497,3620.4386508003827,1551.328476415787,1679.0580824627089,0.00245182833531752
2293,HAT-P-68 b,HAT-P-68,0,4494000.0,12.016,230.10892,4508.0,466549.14,0.13259620577368564,4.370617652316813,1060.477813818403,2273.2849802858696,974.0841000429963,1054.2859272166472,0.005785380773999796
2297,WASP-81 b,WASP-81,0,5861999.999999999,16.018,231.69807,5870.0,891317.76,0.05636051463796125,3.7985085798087472,1671.1559957370634,3582.3604938464923,1535.0122962758637,1661.3984993664508,0.0015548965317176216
2301,HAT-P-43 b,HAT-P-43,0,6667500.000000001,14.359,232.0159,5645.0,765976.2000000001,0.0783470346144621,4.014697471742677,1396.9330392128686,2994.5245955437804,1283.1294012860953,1388.7766677580921,0.002609468506698111
2304,K2-29 b,K2-29,0,6325500.0,13.339,232.0159,5358.0,598854.12,0.09772942244303086,4.165367133915713,1203.65304064269,2580.2014366676804,1105.5953020241338,1196.62518674664,0.0037548026914688832
2305,CoRoT-4 b,CoRoT-4,0,13680000.0,13.002,232.33373,6190.0,800793.2999999999,0.1056718185854892,4.221891809252901,1093.4359107132973,2343.9353471994377,1004.3572068771674,1087.051589346831,0.0044079480640542
2306,Wendelstein-2 b,Wendelstein-2,0,3510000.0,12.993,232.33373,4591.0,459585.72000000003,0.10589156120631912,4.223353767561596,1212.8930701510533,2600.0087537327377,1114.0825760724395,1205.8112658430596,0.004067156731880251
2309,Qatar-10 b,Qatar-10,0,4290000.0,17.295,233.92288,6124.0,870427.5,0.045205201041519295,3.6730946212739135,2013.9948461820711,4317.2843170699825,1849.9211691857568,2002.23559243665,0.0010249436147993902
2311,HD 209458 b,HD 209458,0,7350000.0,15.805,235.1942,6071.0,835610.4,0.05955531265324518,3.852761291937442,1494.527803197693,3203.7328488710273,1372.7734340101456,1485.801598311566,0.0018024692562303504
2312,NGTS-2 b,NGTS-2,0,9450000.0,17.878,235.1942,6478.0,1183781.4,0.041147855936152944,3.622512440391281,1673.9647656415555,3588.381491507886,1537.5922447377684,1664.190869508013,0.0010762999310317562
2314,HAT-P-30 b,HAT-P-30,0,6285000.0,15.02,237.10118,6304.0,849537.24,0.06995219059070548,3.9681487121268737,1692.1555832322083,3627.3760955147854,1554.3011149762094,1682.2754750890915,0.0019342492840694863
2315,HAT-P-9 b,HAT-P-9,0,7930500.0,15.614,238.05467,6350.0,933098.28,0.06251893659491449,3.8997549099199067,1590.2765398130969,3408.9838800504667,1460.7218292721332,1580.9912800258123,0.0017941187296987048
2317,TrES-1 b,TrES-1,0,5895000.0,12.11,238.36,5250.0,591890.7,0.13417708394310052,4.430988930274408,1214.5731439036301,2603.6102307063616,1115.625779624612,1207.4815300305302,0.005152685911945295
2323,HAT-P-32 b,HAT-P-32,0,5140500.0,20.053,238.3725,6207.0,849537.24,0.02955258612646849,3.4434552783717987,1842.280653366797,3949.190529210957,1692.1959789049554,1831.5239993891125,0.0006716902014933651
2324,OGLE-TR-211 b,OGLE-TR-211,0,7657500.0,14.146,238.3725,6325.0,1086293.52,0.08418458821230393,4.099843669525511,1739.30657502641,3728.45095069294,1597.610867249683,1729.15116306218,0.0023121042623743386
2325,NGTS-15 b,NGTS-15,0,6615000.0,12.33,238.68913,5600.0,661524.9,0.12729777521924943,4.394311410514565,1292.9499622414835,2771.6220849935335,1187.6174908702892,1285.400724111628,0.004629227513544894
2326,TrES-1 b,TrES-1,0,5887500.0,11.96,238.998,5230.0,564037.02,0.1396619590244598,4.4646517796119936,1181.8858976843046,2533.5404707273724,1085.601458133349,1174.9851371409738,0.005485026269208106
2333,HAT-P-54 b,HAT-P-54,0,6175500.0,10.581,241.5508,4390.0,431732.04,0.20384766393239376,4.771961500062658,847.4637186318181,1816.658979376651,778.4235774911976,842.5155724504506,0.01038656238933835
2334,HATS-54 b,HATS-54,0,5644499.999999999,11.96,241.5508,5702.0,919171.4400000001,0.1411537248509422,4.488432501570876,1679.9573349748973,3601.2274159405315,1543.09661873782,1670.1484496041624,0.0041200801223941425
2335,HAT-P-62 b,HAT-P-62,0,5657999.999999999,12.027,241.86742,5629.0,814720.1399999999,0.1389897715004276,4.478845471873044,1559.5148709885614,3343.0418690096594,1432.46621458381,1550.40922152651,0.0043143025728474725
2336,HAT-P-9 b,HAT-P-9,0,7935000.0,15.693,241.86863,6350.0,919171.4400000001,0.06256609103813755,3.920963804370627,1577.9165735117087,3382.488534854498,1449.3687896381414,1568.703480731355,0.0017909544367330915
2337,TrES-1 b,TrES-1,0,5919000.0,12.319,241.86863,5226.0,571000.44,0.12933932224089778,4.425456670828222,1185.0835615734998,2540.3951179407227,1088.538618638887,1178.1641306045042,0.005013039685331516
2338,HAT-P-33 b,HAT-P-33,0,7485000.0,18.898,242.176,6446.0,1142000.88,0.03587244427270815,3.575309779163914,1838.2862351981667,3940.627925911381,1688.526973126347,1827.5529037115498,0.000834248016068271
2339,NGTS-17 b,NGTS-17,0,5865000.0,13.899,242.8209,5650.0,933098.28,0.09040923647178936,4.17452727580354,1645.3702903480785,3527.085167948072,1511.3272692998023,1635.7633507940577,0.0025935291940120046
2340,HAT-P-29 b,HAT-P-29,0,9975000.0,11.926,243.77561,6115.0,863464.08,0.14367567251809027,4.515478426191279,1313.5531922193115,2815.7880379664944,1206.5422420243647,1305.8836565575414,0.005127626840690978
2341,HATS-51 b,HATS-51,0,6958500.0,15.805,244.09344,5758.0,1002732.48,0.061808756915800386,3.9249746137578625,1595.8493947121312,3420.9300869151557,1465.8406816217644,1586.531596303922,0.0017406125892383553
2351,K2-290 c,K2-290,0,45750000.0,11.276,246.00042,6302.0,1051476.42,0.17153314440693582,4.664944046042712,697.538423884299,1495.2727926281652,640.7122138918211,693.4656570948575,0.009940670314915825
2352,HAT-P-29 b,HAT-P-29,0,10005000.0,12.408,247.261,6087.0,849537.24,0.1293980312581426,4.458440411342732,1295.0051127083532,2776.02759223535,1189.5052148442264,1287.4438750265272,0.004608693483482245
2353,HAT-P-9 b,HAT-P-9,0,7935000.0,15.468,247.27174,6350.0,933098.28,0.06679583704335973,3.993247321208041,1589.8255467880576,3408.017112375862,1460.3075771970812,1580.5429202455546,0.0018904842210196867
2354,HAT-P-9 b,HAT-P-9,0,7950000.0,15.69,247.9,6350.0,919171.4400000001,0.06416306445339699,3.969929915274384,1576.4272701373866,3379.2960013117686,1448.000815015604,1567.2228730576778,0.001817617015932087
2357,OGLE-TR-111 b,OGLE-TR-111,0,7033500.0,11.781,247.9074,5040.0,577963.86,0.15157250371386152,4.581521358671611,1054.8255704521973,2261.1685929537757,968.8923267490599,1048.6666860024084,0.006400416423927781
2361,HAT-P-66 b,HAT-P-66,0,6544500.0,17.822,248.86089,6002.0,1309122.96,0.04395059246033274,3.7321247630546153,1959.898101046231,4201.320252006838,1800.2315117367573,1948.4547057818083,0.0009806691902967313
2373,TOI-169 b,TOI-169,0,5286000.0,12.173,251.40353,5880.0,898281.18,0.1393336157031882,4.538819613905666,1769.7234851823084,3793.653922507256,1625.5498096483127,1759.3904758595982,0.0037982279065937787
2375,HAT-P-41 b,HAT-P-41,0,6387000.0,18.887,252.67485,6390.0,1169854.56,0.037493024654472074,3.6530495781151973,1996.6587851651682,4280.122005314356,1833.9974212544944,1985.0007527018327,0.0007972338596485571
2379,HAT-P-41 b,HAT-P-41,0,6390000.0,18.887,254.253,6390.0,1169854.56,0.03772719761176662,3.6644398814603494,1996.1900308952586,4279.11716388595,1833.5668548860172,1984.5347353805373,0.0008002375583352529
2384,WASP-187 b,WASP-187,0,9795000.0,18.383,254.264,6150.0,1970647.86,0.040917879131651784,3.7144138677421488,2014.0160435192267,4317.329756576165,1849.940639644089,2002.2566660074183,0.000871553544381495
2386,Kepler-23 b,Kepler-23,0,11250000.0,1.9,254.3,5760.0,1058439.84,37.06491078869397,11.554533813840084,1289.9260951179904,2765.1399958591405,1184.8399684674096,1282.3945126543672,0.0021310737733223855
2389,WASP-92 b,WASP-92,0,5220000.0,16.376,255.85315,6280.0,933098.28,0.0582431266634045,3.9477306868891278,1938.5348093753273,4155.524998723729,1780.6086186690748,1927.21614946863,0.0013409197398470748
2390,HATS-59 b,HATS-59,0,9168000.0,12.621,256.17098,5670.0,724195.68,0.12738727025297308,4.499602296234441,1163.480847649663,2494.0866290156723,1068.6958082785088,1156.6875499699859,0.004841880964240065
2391,Lupus-TR-3 b,Lupus-TR-3,0,6959999.999999999,9.976,257.431,5000.0,571000.44,0.2592202494193412,5.0735068360455635,1045.6085435129567,2241.410585166303,960.4261813246167,1039.5034751683888,0.010786050038858094
2393,Kepler-91 b,Kepler-91,0,10965000.0,15.323,257.4423,4550.0,4386954.6,0.07153620611940348,4.093776238052859,2101.232772553324,4504.291216362845,1930.052102517579,2088.964156574743,0.0015674826796655069
2394,NGTS-1 b,NGTS-1,0,4890000.0,14.908,258.07796,3916.0,396914.93999999994,0.07786999857256273,4.155485916628817,814.5589011517571,1746.1228244644278,748.1994095694415,809.8028786488233,0.0037192179481185623
2396,Gaia-2 b,Gaia-2,0,7005000.0,14.818,259.66581,5720.0,738122.52,0.07978539521908559,4.180889006326157,1355.6316632856845,2905.989223717052,1245.1927155050782,1347.716441087314,0.0025566900987373646
2397,HAT-P-52 b,HAT-P-52,0,5544000.0,11.31,259.66711,5131.0,619744.38,0.1794347407285696,4.785564984435869,1252.5129349169708,2684.939567295935,1150.4747379936532,1245.1997993103769,0.006461677630041103
2398,WASP-78 b,WASP-78,0,5232000.0,17.822,259.66711,6100.0,1455354.7799999998,0.04585904730535357,3.8122932557980973,2348.9075445404446,5035.217306298437,2157.5496081049437,2335.192812403395,0.0008564250760351189
2399,HAT-P-52 b,HAT-P-52,0,5541000.0,11.31,259.98494,5131.0,619744.38,0.17965436709421048,4.788492831136462,1252.8519558826913,2685.6663069403976,1150.7861400126171,1245.5368408104753,0.006463691645964134
2411,HATS-65 b,HATS-65,0,6745500.0,16.825,260.93843,6277.0,912208.02,0.05477094424357725,3.9332136194285803,1685.301143995923,3612.682630398317,1548.005084839817,1675.4610573505847,0.0013953016546781637
2413,HATS-9 b,HATS-9,0,4572000.0,11.938,261.57409,5366.0,1044513.0,0.1537012506374527,4.67506466675677,1872.5783563953828,4014.137963598151,1720.0254255972025,1861.6448010822794,0.003916346992904314
2416,CoRoT-9 b,CoRoT-9,0,60405000.0,11.624,262.52758,5625.0,654561.48,0.16710349494356022,4.746415080785453,427.51053529682474,916.4296189327583,392.68262815804377,425.01439938420003,0.012815975938496642
2417,WASP-74 b,WASP-74,0,5164500.0,15.737,262.52758,5984.0,1072366.68,0.06734207631808722,4.079270863798054,1990.8320182240595,4267.63150188444,1828.6453422595046,1979.2080069157957,0.0015189321400720338
2418,WASP-98 b,WASP-98,0,5400000.0,12.33,263.79,5525.0,487439.39999999997,0.1406845805047168,4.619592567044084,1211.9403217611966,2597.966402090459,1113.2074450269731,1204.8640803324195,0.005114737678747621
2425,WASP-16 b,WASP-16,0,6225000.0,13.653,264.43456,5630.0,759012.78,0.10387507380165305,4.395427390857074,1435.3201385715802,3076.812801173175,1318.3892272295116,1426.9396336525272,0.003219395698743362
2427,HATS-9 b,HATS-9,0,4572000.0,11.938,266.02371,5366.0,1044513.0,0.15631585271390996,4.714660597882563,1872.5783563953828,4014.137963598151,1720.0254255972025,1861.6448010822794,0.003946426719093467
2431,CoRoT-9 b,CoRoT-9,0,61049999.99999999,11.77,266.97,5625.0,654561.48,0.1636856000478789,4.756626461699527,425.24619061640954,911.5756741494688,390.60275234973466,422.76327569276333,0.012463908877760284
2433,Kepler-435 b,Kepler-435,0,14220000.0,22.31,266.97,6161.0,2235257.82,0.024034835412407186,3.4549160087218778,1783.4081180761978,3822.9888788948783,1638.1195995516641,1772.9952073223008,0.0005088027834226385
2437,CoRoT-29 b,CoRoT-29,0,5850000.0,10.088,266.9772,5260.0,626707.8,0.25997785434629994,5.137958575251092,1256.972795049982,2694.499911626049,1154.5712676780788,1249.633619343498,0.009144512054955013
2438,CoRoT-31 b,CoRoT-31,0,8790000.0,16.365,266.9772,5700.0,1497135.3,0.060898072497350006,4.033992908440394,1717.4988720526915,3681.70303859265,1577.5797676374498,1707.4707902618027,0.0015267329011562246
2439,CoRoT-9 b,CoRoT-9,0,60315000.0,11.949,266.9772,5625.0,668488.32,0.1564432726486494,4.720927757741714,432.35679582232603,926.8182674453626,397.1340794388201,429.83236370658847,0.011778337607525299
2441,K2-107 b,K2-107,0,7200000.0,16.141,266.9772,6030.0,1239488.76,0.06346879649915887,4.061887740081373,1826.6606677256248,3915.706869027154,1677.8485032126716,1815.9952152597032,0.0015168192210579454
2442,K2-115 b,K2-115,0,20505000.0,12.498,266.9772,5560.0,612780.96,0.13671935939400398,4.616075198024205,701.7510211453831,1504.3030938346888,644.5816244145473,697.6536579672198,0.0074594053711492655
2444,WASP-142 b,WASP-142,0,5205000.0,17.15,266.9772,6010.0,1142000.88,0.052912612232912416,3.9405883861783106,2055.3360586051526,4405.905084089906,1887.8944461115852,2043.3354230071673,0.0011154362867767703
2448,WASP-79 b,WASP-79,0,7815000.0,20.4,267.93069,6600.0,1176817.98,0.03155072636543923,3.6195301269098477,1869.90528504963,4008.407855092012,1717.5701207692748,1858.9873371867113,0.0006686193338037252
2449,CoRoT-9 b,CoRoT-9,0,60435000.0,11.949,268.88418,5625.0,668488.32,0.1575607245961398,4.737758213112495,431.92733776171514,925.897663029006,396.7396079439662,429.40541315304364,0.011823264547565885
2452,WASP-2 b,WASP-2,0,4549500.0,11.691,269.20201,5150.0,564037.02,0.16842273616064224,4.792579956422397,1323.9290638474806,2838.0301941175617,1216.0728247912925,1316.1989458522767,0.005669159164711775
2453,WASP-2 b,WASP-2,0,4549500.0,11.691,269.20201,5150.0,564037.02,0.16842273616064224,4.792579956422397,1323.9290638474806,2838.0301941175617,1216.0728247912925,1316.1989458522767,0.005669159164711775
2454,WASP-98 b,WASP-98,0,5356500.0,12.33,269.51984,5550.0,487439.39999999997,0.14374042089578218,4.669494627188639,1222.3575545021242,2620.297221667744,1122.7760193499455,1215.220489241867,0.005130462800156861
2459,CoRoT-29 b,CoRoT-29,0,5790000.0,10.088,270.1555,5260.0,626707.8,0.2630728288028036,5.168451178711315,1263.4688217490727,2708.425068507367,1160.5380839929392,1256.0917172333682,0.009146711937094754
2460,HATS-11 b,HATS-11,0,6921000.0,16.926,270.1555,6060.0,1002732.48,0.05569653861738682,3.990118436359061,1684.0937263686285,3610.094359034885,1546.8960316398973,1674.2606895577437,0.0013944265386477267
2461,Kepler-435 b,Kepler-435,0,14235000.0,22.306,270.1555,6090.0,2235257.82,0.024334707018806613,3.475778609118563,1761.9268974197687,3776.9408280633043,1618.3883847932893,1751.6394105838822,0.0005180495078121116
2464,WASP-79 b,WASP-79,0,7785000.0,17.15,270.1555,6600.0,1051476.42,0.05354252428330423,3.963974872717631,1770.9239572243755,3796.2273050211793,1626.6524830974752,1760.58393862089,0.00127751410980251
2467,TOI-1478 b,TOI-1478,0,13545000.0,11.882,270.47333,5597.0,731159.1,0.16118818522215353,4.765116228605464,949.4175691939296,2035.2115545886077,872.0715760411405,943.8741378749882,0.007034433062960908
2469,HAT-P-13 b,HAT-P-13,0,6405000.0,14.359,271.098,5653.0,1086293.52,0.09154426222475032,4.339674011435296,1699.7244827620084,3643.601107857508,1561.2534006258777,1689.8001815514103,0.002398784065632459
2471,WASP-176 b,WASP-176,0,8025000.0,16.87,271.74465,5941.0,1343940.06,0.0565839363700073,4.008473421045782,1775.0577979782104,3805.0887804562476,1630.449553152078,1764.6936428271763,0.0013524305264482374
2472,WASP-16 b,WASP-16,0,6315000.0,11.3,272.0,5700.0,661524.9,0.18845643675478266,4.900058653273435,1346.9354810962536,2887.347720708251,1237.2049832852958,1339.0710339101313,0.006228916816692797
2474,WASP-59 b,WASP-59,0,10455000.0,8.687,272.38031,4650.0,424768.62,0.41537814940051443,5.59253862707717,684.309649785929,1466.9150343860217,628.5611454353436,680.3141227727751,0.021991200522447886
2475,KELT-8 b,KELT-8,0,6825000.0,20.849,272.69814,5754.0,1162891.14,0.030081804852995615,3.612056387727198,1734.097761799154,3717.2851189137723,1592.8263992686934,1723.9727629000656,0.0006682730440533112
2479,HAT-P-32 b,HAT-P-32,0,5145000.0,20.053,273.322,6207.0,849537.24,0.033885502502422137,3.687259186665512,1841.4748150312248,3947.463100158765,1691.4557896245594,1830.722866158662,0.0007273264664761198
2481,HAT-P-45 b,HAT-P-45,0,6781500.0,15.984,273.3338,6330.0,919171.4400000001,0.06691358959574041,4.130094439058789,1701.4712101840053,3647.3454664488318,1562.8578277875831,1691.5367102328203,0.0016870117087726458
2483,K2-238 b,K2-238,0,6900000.0,14.572,273.3338,5630.0,1107183.78,0.08831068495931163,4.325567928416114,1646.5663058016473,3529.64899713088,1512.425849224386,1636.952382987849,0.0023581839243284226
2484,WASP-1 b,WASP-1,0,5847000.0,16.634,273.3338,6110.0,1016659.32,0.05937185929403472,4.048595324664063,1860.1497305138207,3987.4954368295657,1708.6093198580156,1849.288743095181,0.001366616723587873
2485,WASP-78 b,WASP-78,0,5505000.000000001,23.091,273.3338,6100.0,1636403.7,0.022194354428926137,3.436223053573784,2428.185810506954,5205.161541751943,2230.369328942763,2414.008190767305,0.00034894006895017
2486,WASP-59 b,WASP-59,0,10455000.0,8.687,274.276,4650.0,424768.62,0.4182690639605172,5.611966127580509,684.309649785929,1466.9150343860217,628.5611454353436,680.3141227727751,0.022034183185971223
2488,WASP-2 b,WASP-2,0,4605000.0,12.072,275.24078,5150.0,571000.44,0.15640567304396785,4.768950611887857,1324.0248931019833,2838.2356177502807,1216.1608471449085,1316.2942155817525,0.005185175805313997
2489,KELT-8 b,KELT-8,0,6856500.0,20.849,275.55861,5754.0,1162891.14,0.030397348260544514,3.630951319026888,1730.1097969300379,3708.736349179282,1589.1633210600614,1720.0080828426821,0.0006736476375564085
2493,WASP-44 b,WASP-44,0,5179500.0,12.33,276.5121,5420.0,633671.22,0.14746953558883313,4.729678060542644,1384.1172347155575,2967.052096360496,1271.3576591266426,1376.0356918023344,0.0046903422383923025
2496,TrES-4 b,TrES-4,0,7447500.0,20.288,278.73691,6200.0,1336976.64,0.03336984385518358,3.701976612868036,1917.934892910138,4111.366148736248,1761.6869110864293,1906.7365111885154,0.0006820433869360921
2497,WASP-44 b,WASP-44,0,5211000.0,12.778,279.05474,5400.0,647598.06,0.13371439210003538,4.667338595668775,1389.8614522073744,2979.3656433083806,1276.6339137102448,1381.7463701263707,0.004195918912900633
2498,WASP-23 b,WASP-23,0,5550000.0,10.783,279.37257,5150.0,536183.34,0.22276263642723176,5.083679083678492,1168.6996459854197,2505.2738652946655,1073.4894479133518,1161.875876939844,0.008128774423953558
2499,Kepler-91 b,Kepler-91,0,10800000.0,15.513,279.68,4550.0,4386954.6,0.07489476032806097,4.240712764727484,2117.2230138971436,4538.568572290893,1944.7396703722816,2104.861034568716,0.001561351321774664
2500,WASP-2 b,WASP-2,0,4605000.0,10.705,279.68,5200.0,543146.76,0.2279180905948764,5.104972629146347,1303.8650376312064,2795.0201010753613,1197.6433502040331,1296.252068880887,0.007604421664393615
2502,HAT-P-42 b,HAT-P-42,0,8625000.0,14.348,279.6904,5743.0,1065403.26,0.09466312950482388,4.409599475896928,1473.6752585576455,3159.0324544702466,1353.6196790568285,1465.0708068945346,0.0027560103046480274
2503,HATS-31 b,HATS-31,0,7170000.0,18.383,279.6904,6050.0,1302159.54,0.045009667044816966,3.8957101302538804,1882.406494392367,4035.205974830064,1729.0528968287033,1871.415554836811,0.0009752511412363684
2504,TOI-640 b,TOI-640,0,9912000.0,19.851,279.6904,6460.0,1448391.36,0.03574438208533504,3.7488980802254632,1802.936168765557,3864.8500321862793,1656.0567628128617,1792.4092382048843,0.0007772720399600727
2505,WASP-2 b,WASP-2,0,4638000.0,11.915,279.6904,5170.0,571000.44,0.1652999879232453,4.838912900190149,1324.4296951891304,2839.1033685817542,1216.5326713090883,1316.6966541224049,0.005437007812668234
2507,HAT-P-13 b,HAT-P-13,0,6405000.0,14.359,280.64389,5653.0,1086293.52,0.09476771447201374,4.415417211741406,1699.7244827620084,3643.601107857508,1561.2534006258777,1689.8001815514103,0.002441308291161798
2508,WASP-23 b,WASP-23,0,5640000.0,10.783,280.95,5150.0,536183.34,0.22402042800490674,5.098010948920616,1159.33741524189,2485.2045925065777,1064.8899279711386,1152.5683101132279,0.00819963386349721
2509,Kepler-46 b,Kepler-46,0,29565000.0,9.079,281.27955,5155.0,654561.48,0.3757521827956578,5.559120903888136,560.0160411726766,1200.4740113639014,514.3933370101984,556.7462360179417,0.022654658025839648
2511,CoRoT-12 b,CoRoT-12,0,5910000.0,15.132,281.91521,5675.0,731159.1,0.08134051386425681,4.310891931677953,1457.3490673886586,3124.034942324189,1338.62353012778,1448.8399406093308,0.002344879201655342
2512,WASP-44 b,WASP-44,0,5209500.0,12.778,282.539,5410.0,647598.06,0.1353839416221774,4.696386253777503,1392.635721057741,2985.312683054648,1279.1821718078436,1384.5044406575453,0.004213480061034269
2514,WASP-78 b,WASP-78,0,5430000.0,19.055,282.857,6100.0,1531952.4000000001,0.04087120794369511,3.8479997677225595,2365.582360134011,5070.962144468509,2172.865980148936,2351.770267575164,0.0007099978749015034
2515,WASP-58 b,WASP-58,0,8415000.0,15.36,282.86,5800.0,814720.1399999999,0.07803245881039493,4.2859412037562965,1317.6215120629918,2824.5090600144117,1210.279128946449,1309.928222415232,0.0024295294019282786
2517,WASP-1 b,WASP-1,0,5730000.0,21.633,282.8687,6200.0,863464.08,0.027932643948438637,3.6115207993889533,1757.2033943711103,3766.8153276568546,1614.0496903328783,1746.943486985599,0.0005935869928883869
2518,WASP-145 A b,WASP-145 A,0,3915000.0000000005,10.088,282.8687,4900.0,473512.56000000006,0.27545272662881787,5.288663786782722,1244.1749858654484,2667.065987954406,1142.8160548111994,1236.9105336300156,0.009419730340159546
2520,HAT-P-45 b,HAT-P-45,0,6780000.0,15.984,283.492,6330.0,919171.4400000001,0.06940037178598346,4.20613993012513,1701.6594156168228,3647.748911554479,1563.0307007296292,1691.7238167773041,0.0017199784467715386
2523,TrES-4 b,TrES-4,0,7530000.0,19.448,285.09351,6200.0,1274305.86,0.038747161711603285,3.8239503149926946,1862.158135261223,3991.800737975061,1710.4541063357744,1851.2854212281418,0.0008201762629494648
2524,WASP-28 b,WASP-28,0,6675000.0,15.177,285.717,6084.0,779903.04,0.08170632569833107,4.333423377686967,1518.3412608427832,3254.780381302033,1394.6468859172703,1509.4760146420595,0.0022593839801780327
